ABBOTT FRANCE,Pharmacien,MERLE PHILIPPE,25/02/2014,REPAS,€24,,
BSN-RADIANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,NEU Isabelle,16/05/2014,Repas,€20,,
CONGRES COLLOQUES CONVENTIONS,Médecin,DEMOLY JEAN MARIE,24/05/2014,REPAS,€30,,
COOPERVISION SAS,Opticien-lunetier,BUTARD FANNY,26/11/2013,REPAS,€19,,
COOPERVISION SAS,Opticien-lunetier,CAMPE CYRIELLE,05/12/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,HMAMA NINON,16/05/2014,REPAS,€19,,
COOPERVISION SAS,Opticien-lunetier,JOURDEUIL MAUD,05/12/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,JOURDEUIL MAUD,26/11/2013,REPAS,€19,,
COOPERVISION SAS,Opticien-lunetier,JOURDEUIL MAUD,16/05/2014,REPAS,€19,,
DJO France SAS,Pharmacien,MONTENOT PHILIPPE,17/09/2013,Repas,€35,,
EDWARDS LIFESCIENCES,Médecin,CUNIN BERNARD,03/04/2014,REPAS,€48,,
ELIA MEDICAL PARIS OUEST,Médecin,CUSENIER JEAN-LOUIS,12/06/2014,RESTAURATION,€30,,
Essilor,Opticien-lunetier,Olivier Mathieu,06/09/2013,Invitation à déjeuner / dîner,€19,,
Essilor,Opticien-lunetier,Olivier Matthieu,06/09/2013,Fleurs,€65,,
EUROPHTA,Médecin,CUNIN MALEJAC CLAIRE,19/06/2014,REPAS,€55,,
GIBAUD,Pharmacien,BEDNAROWICZ MELANIE,15/04/2014,Repas,€19,,
GIBAUD,Pharmacien,DIEBOLD CHANTAL,16/01/2014,Repas,€15,,
GIBAUD,Pharmacien,JEANBLANC LUCIE,15/04/2014,Repas,€19,,
GIBAUD,Pharmacien,MERLE EVELYNE,15/04/2014,Repas,€19,,
GIBAUD,Pharmacien,PERRIN MARION,15/04/2014,Repas,€19,,
GIBAUD,Pharmacien,TROY JULIEN,15/04/2014,Repas,€19,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,AESCHBACHER BRIGITTE,15/04/2014,Repas,€19,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BERGERET CELINE,16/01/2014,Repas,€15,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DAILLOUX CAROLINE,16/01/2014,Repas,€15,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GREMAUX VALERIE,15/04/2014,Repas,€19,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MAIREY SOPHIE,16/01/2014,Repas,€15,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MEAUME MURIELLE,15/04/2014,Repas,€19,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PIETRE BRIGITTE,15/04/2014,Repas,€19,,
horus pharma,Médecin,CUNIN MALEJAC C. Claire,12/09/2013,Repas,€44,,
ICOMED,Chirurgien-dentiste,JACQUARD KOHLER BRIGITTE,29/04/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,JACQUARD KOHLER BRIGITTE,11/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,SOUCLIER JEAN PHILIPPE,26/04/2013,Autre: [Enquête],€11,,
ICOMED,Médecin,AUGEY PHILIPPE,21/01/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,BAILLY ALAIN,06/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,CHARTON GILLES,23/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHARTON GILLES,07/03/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,CUNIN BERNARD,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CUNIN BERNARD,14/05/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,FAUSSER CLAUDE,12/07/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FAUSSER CLAUDE,11/04/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,FAUSSER CLAUDE,27/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,GAUCHER EWA,28/05/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,GAUCHER EWA,23/06/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,GRUNCHEC MOUGEL EDITH,06/11/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,GUERMONPREZ PASCAL,13/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MANCA MICHEL,25/04/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,MANCA MICHEL,21/01/2014,Autre: [Enquête],€18,,
ICOMED,Médecin,POP MIHAELA,02/12/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,POP MIHAELA,12/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,ROUSSELET MARTIN,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TRAVAILLOT ANNE,20/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TRAVAILLOT ANNE,14/01/2013,Autre: [Enquête],€30,,
JANSSEN-CILAG,Infirmier,ATHIAS SYLVIE,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Infirmier,BEURIER CHRISTELLE,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Infirmier,GODEBIAUX AURELIE,26/03/2013,REPAS,€23,,
JANSSEN-CILAG,Infirmier,INTROINI MOUTARDE VALERIE,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Infirmier,JICQUEL MARINE,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Infirmier,JOST ISABELLE,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Infirmier,NORMAND LYDIA,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Infirmier,ROBIN VALERIE,26/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,BOIVIN JOEL,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Médecin,MANCA MICHEL,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Médecin,POP MIHAELA,26/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,POP MIHAELA,24/01/2013,REPAS,€12,,
JANSSEN-CILAG,Médecin,POP MIHAELA,25/06/2013,REPAS,€24,,
JANSSEN-CILAG,Médecin,POP MIHAELA,03/03/2014,REPAS,€22,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,JACQUARD BRIGITTE,12/04/2012,Autre,€975,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BAILLY ALAIN,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BAILLY ALAIN,10/01/2012,Hospitalité,€224,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BAILLY ALAIN,10/01/2012,Inscription,€330,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BAILLY ALAIN,10/01/2012,Hospitalité,€224,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOLOPION MICHEL,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUNIN BERNARD,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CUNIN MALEJAC CLAIRE,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DEMOLY JEAN MARIE,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GARCIA LAURENT,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GRUNCHEC MOUGEL EDITH,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,NEYRAND CLAUDE AGNES,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PERRUCHINI SANDRA,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSELET MARTIN,10/02/2012,Hospitalité,€224,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSELET MARTIN,10/02/2012,Transport,€90,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSELET MARTIN,10/02/2012,Inscription,€330,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUSSELET MARTIN,19/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VOLTZ JEAN MANUEL,15/05/2014,REPAS,€60,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE LAGIER LESEPT,24/01/2014,CADEAUX,€12,,
LABORATOIRE NUXE,Pharmacien,BEDNAROWICZ MELANIE,13/03/2014,REPAS,€11,,
LABORATOIRE NUXE,Pharmacien,JEANBLANC LUCIE,13/03/2014,REPAS,€10,,
LABORATOIRE NUXE,Pharmacien,MERLE EVELYNE,13/03/2014,REPAS,€16,,
LABORATOIRE NUXE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DIETRE BRIGITTE,13/03/2014,REPAS,€16,,
LABORATOIRE NUXE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MEAUME MURIELLE,13/03/2014,REPAS,€10,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,AUGEY PHILIPPE,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BAILLY ALAIN,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BAUGEY VERGNORY FRANCOISE,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BOLOPION MICHEL,20/03/2014,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHAPUIS JEAN LOUIS,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHARTON GILLES,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CUNIN BERNARD,26/08/2013,Repas,€38,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DEMOLY JEAN MARIE,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,GARCIA LAURENT,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,NEYRAND CLAUDE AGNES,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PERCEVAL OLIVIER CHRISTELLE,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PERRUCHINI SANDRA,26/11/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,ROUSSELET MARTIN,26/11/2013,Repas,€35,,
LABORATOIRES CONVATEC,Infirmier,MUSARD FRANCOISE,25/06/2014,REPAS,€29,,
Laboratoires Lohmann & Rauscher,Infirmier,FOUILLOT MARIE-ANNE,19/01/2014,AUTRE : [FRAIS D'INSCRIPTION],€270,,
Laboratoires Lohmann & Rauscher,Infirmier,JEUDY ADELINE,19/01/2014,AUTRE : [FRAIS D'INSCRIPTION],€270,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,DIEBOLD CHANTAL,05/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,DIEBOLD CHANTAL,05/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,DUREUX MARIE PAUL,13/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,LESEPT ANNABELLE,13/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MARANDEBET EMILIE,13/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MONTENOT PHILIPPE,13/05/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MONYONON PHILIPPE,13/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,XXX PASCAL,13/06/2013,INVITATIONS,€20,,
LES LABORATOIRES SERVIER,Médecin,BAILLY ALAIN,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BAILLY ALAIN,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BAUGEY VERGNORY FRANCOISE,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,11/12/2013,Transport,€435,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,11/12/2013,Repas,€116,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,11/12/2013,Autre : Inscription,€575,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,11/12/2013,Hébergement,€410,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,30/11/2013,Repas,€301,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,16/11/2013,Repas,€300,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,17/10/2013,Transport,€231,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,17/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,17/10/2013,Hébergement,€368,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,10/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,04/10/2013,Transport,€534,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,16/11/2013,Repas,€300,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,30/11/2013,Repas,€301,,
LES LABORATOIRES SERVIER,Médecin,CUNIN BERNARD,11/12/2013,Hébergement,€410,,
LES LABORATOIRES SERVIER,Médecin,CUNIN-MALLEJAC CLAIRE,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,CUNIN-MALLEJAC CLAIRE,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,DEMOLY JEAN-MARIE,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,GARCIA LAURENT,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,GARCIA LAURENT,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,GRUNCHEC DANIEL,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,NEYRAND CLAUDE AGNES,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,NEYRAND CLAUDE AGNES,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,PERRUCHINI SANDRA,19/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,ROUSSELET MARTIN,17/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,ROUSSELET MARTIN,19/11/2013,Repas,€50,,
LUNDBECK SAS,Infirmier,ATHIAS SYLVIE,07/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,KANTELIP JEAN PIERRE,20/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€15,,
LUNDBECK SAS,Médecin,MANCA MICHEL,20/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€15,,
LUNDBECK SAS,Médecin,MANCA MICHEL,07/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,PETITJEAN PIERRE,03/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,POP MIHAELA,07/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
MEDA PHARMA,Médecin,CUNIN BERNARD,22/05/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,CUNIN BERNARD,07/05/2014,REPAS,€44,,
MENARINI FRANCE,Médecin,BAILLY ALAIN,27/09/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,ROUSSELET MARTIN,27/09/2013,AUTRE : RNT,€50,,
MSD France,Médecin,CUNIN BERNARD,18/11/2013,REPAS,€37,,
MSD France,Médecin,CUNIN BERNARD,26/03/2012,REPAS,€31,,
MSD France,Médecin,CUNIN BERNARD,20/03/2013,REPAS,€27,,
MSD France,Médecin,CUNIN BERNARD,18/03/2014,REPAS,€58,,
MSD France,Médecin,CUNIN BERNARD,11/07/2013,REPAS,€27,,
MSD France,Médecin,CUNIN BERNARD,13/02/2014,HÉBERGEMENT,€189,,
MSD France,Médecin,CUNIN BERNARD,02/10/2012,REPAS,€33,,
MSD France,Médecin,CUNIN BERNARD,07/09/2013,REPAS,€60,,
MSD France,Médecin,CUNIN BERNARD,13/02/2014,REPAS,€60,,
MSD France,Médecin,CUNIN BERNARD,13/02/2014,TRANSPORT,€180,,
MSD France,Médecin,CUNIN BERNARD,13/02/2014,INSCRIPTION,€335,,
MSD France,Médecin,CUNIN MALEJAC CLAIRE,06/06/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,GRUNCHEC MOUGEL EDITH,03/10/2013,REPAS,€50,,
MSD France,Médecin,KAISER PERNY PASCALINE,18/06/2014,REPAS,€48,,
MSD France,Médecin,KAISER PERNY PASCALINE,21/11/2013,REPAS,€55,,
NOVARTIS PHARMA SAS,Médecin,BAILLY ALAIN,06/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHARTON GILLES,06/03/2014,Autre : [Participation Evenement Scientifique],€48,,
NOVARTIS PHARMA SAS,Médecin,CHARTON GILLES,08/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHARTON GILLES,06/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CUNIN BERNARD,31/08/2013,Autre : [Inscription Evenement Scientifique],€600,,
NOVARTIS PHARMA SAS,Médecin,CUNIN BERNARD,31/08/2013,Hébergement,€640,,
NOVARTIS PHARMA SAS,Médecin,CUNIN BERNARD,06/02/2014,Repas,€23,,
NOVARTIS PHARMA SAS,Médecin,CUNIN BERNARD,10/04/2014,Repas,€22,,
NOVARTIS PHARMA SAS,Médecin,CUNIN BERNARD,31/08/2013,Transport,€398,,
NOVARTIS PHARMA SAS,Médecin,CUNIN BERNARD,09/07/2013,Repas,€22,,
NOVARTIS PHARMA SAS,Médecin,CUNIN BERNARD,08/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CUNIN MALEJAC CLAIRE,20/03/2014,Hébergement,€440,,
NOVARTIS PHARMA SAS,Médecin,CUNIN MALEJAC CLAIRE,20/03/2014,Transport,€10,,
NOVARTIS PHARMA SAS,Médecin,CUNIN MALEJAC CLAIRE,20/03/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,CUNIN MALEJAC CLAIRE,09/07/2013,Repas,€22,,
NOVARTIS PHARMA SAS,Médecin,DEMOLY JEAN MARIE,06/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DEMOLY JEAN MARIE,08/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,FAUSSER CLAUDE,06/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,ROUSSELET MARTIN,06/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,VIEIRA DA SILVA VIGNY CATHERINE,07/08/2013,Repas,€53,,
NOVARTIS PHARMA SAS,Médecin,VIEIRA DA SILVA VIGNY CATHERINE,06/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,VIEIRA DA SILVA VIGNY CATHERINE,08/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
