ALFA WASSERMANN PHARMA,Médecin,TURQUETIL JEAN LOUP,13/12/2013,REPAS,€30,,
MSD France,Médecin,BOUCHE OLIVIER,26/06/2013,HOSPITALITÉ,€53,,
MSD France,Médecin,BOUCHE OLIVIER,03/04/2014,REPAS,€15,,
MSD France,Médecin,BOUCHE OLIVIER,07/11/2013,REPAS,€55,,
MSD France,Médecin,BOUCHE OLIVIER,10/10/2013,REPAS,€25,,
MSD France,Médecin,BOUCHE OLIVIER,17/07/2013,REPAS,€28,,
MSD France,Médecin,BOUCHE OLIVIER,12/12/2013,REPAS,€55,,
MSD France,Médecin,BOUCHE OLIVIER,13/05/2014,REPAS,€52,,
MSD France,Médecin,BOUCHE OLIVIER,11/06/2014,REPAS,€55,,
MSD France,Médecin,BOUCHE OLIVIER,25/04/2014,TRANSPORT,€907,,
MSD France,Médecin,BOUCHE OLIVIER,26/04/2014,REPAS,€40,,
MSD France,Médecin,BOUCHE OLIVIER,25/04/2014,HÉBERGEMENT,€172,,
MSD France,Médecin,BOUCHE OLIVIER,06/06/2013,REPAS,€27,,
MSD France,Médecin,BOUCHE OLIVIER,30/05/2013,HOSPITALITÉ,"€1,084",,
MSD France,Médecin,TURQUETIL J LOUP,13/11/2012,HOSPITALITE,€60,,
MSD France,Médecin,TURQUETIL J LOUP,13/05/2014,REPAS,€52,,
MSD France,Médecin,TURQUETIL J LOUP,26/02/2014,REPAS,€55,,
NOVARTIS PHARMA SAS,Médecin,BOUCHE OLIVIER,21/11/2013,Autre : [Hospitalité Evenement Scientifique],€53,,
NOVARTIS PHARMA SAS,Médecin,BUOT JEAN PIERRE,21/11/2013,Autre : [Hospitalité Evenement Scientifique],€53,,
NOVARTIS PHARMA SAS,Médecin,TSAGOURIA ALEXANDRA,03/09/2013,Repas,€37,,
NOVO NORDISK,Médecin,TURQUETIL J LOUP,19/12/2013,REPAS,€59,,
NOVO NORDISK,Médecin,TURQUETIL J LOUP,26/06/2014,REPAS,€55,,
OCP REPARTITION,Pharmacien,ANQUETIL PATRICK,20/11/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,MARAIS HUBERT,20/11/2013,REPAS,€60,,
PFIZER SAS,Médecin,BOUCHE OLIVIER,06/09/2013,Repas,€29,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,FONTENEAU MARINA,27/05/2014,RESTAURATION,€38,,
PIERRE FABRE MEDICAMENT,Médecin,BOUCHE OLIVIER,22/11/2012,Restauration,€10,,
PIERRE FABRE MEDICAMENT,Médecin,DELLAVALLE VINCENT,22/11/2012,Restauration,€10,,
PIERRE FABRE MEDICAMENT,Médecin,PHILIPPE ARNAUD,22/11/2012,Restauration,€10,,
PIERRE FABRE MEDICAMENT,Médecin,TURQUETIL J LOUP,28/11/2013,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,TURQUETIL J LOUP,30/01/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,TURQUETIL J LOUP,29/11/2012,Restauration,€28,,
RESEARCH NOW SAS,Médecin,BILHAUT jean Pierre,24/09/2013,enquête,€19,,
SANOFI AVENTIS FRANCE,Médecin,TURQUETIL J LOUP,17/10/2013,Restauration,€54,,
SANOFI PASTEUR MSD SNC,Médecin,TURQUETIL J LOUP,05/09/2013,Repas,€50,,
SEPTODONT SAS,Association professionnel de santé,APOLLINE-EVRECY,26/07/2013,Autre,€25,,
Straumann France,Chirurgien-dentiste,GENESTAR DOROTHEE,05/05/2014,Repas,€14,,
Straumann France,Chirurgien-dentiste,MALHERBE CHARLOTTE,05/05/2014,Repas,€14,,
