ALK-Abelló,Médecin,MONEA ELENA,20/11/2012,AUTRE : [RESTAURATION],€60,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HERNANDEZ SYLVIE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HERNANDEZ SYLVIE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOSCIETTE SOLENE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOSCIETTE SOLENE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MUSETTI PATRICIA,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MUSETTI PATRICIA,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SAVASTANO CHRISTINE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SAVASTANO CHRISTINE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SIRACUSSE SVETLENA,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SIRACUSSE SVETLENA,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VIAL SANDRINE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VIAL SANDRINE,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VISSIO ALEXANDRA,01/04/2014,[REPAS],€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VISSIO ALEXANDRA,01/04/2014,[REPAS],€20,,
BRISTOL-MYERS SQUIBB,Médecin,ADAD DANIEL,25/06/2014,Repas,€54,,
BRISTOL-MYERS SQUIBB,Médecin,BADEA IOANA,25/06/2014,Repas,€54,,
BRISTOL-MYERS SQUIBB,Médecin,BOUZAR BAYA,17/01/2014,Repas,€43,,
BRISTOL-MYERS SQUIBB,Médecin,JOHANN PHILIPPE,17/10/2013,Hospitalité,€478,,
BRISTOL-MYERS SQUIBB,Médecin,JOHANN PHILIPPE,25/06/2014,Repas,€54,,
BRISTOL-MYERS SQUIBB,Médecin,LASSERI CHARAF,15/01/2014,Transport,€300,,
BRISTOL-MYERS SQUIBB,Médecin,LASSERI CHARAF,15/01/2014,Hospitalité,€373,,
BRISTOL-MYERS SQUIBB,Médecin,LASSERI CHARAF,15/01/2014,Hébergement,€480,,
BRISTOL-MYERS SQUIBB,Médecin,LEBAS JEAN FRANCOIS,23/05/2014,Hébergement,€250,,
BRISTOL-MYERS SQUIBB,Médecin,LEBAS JEAN FRANCOIS,23/05/2014,Repas,€129,,
BRISTOL-MYERS SQUIBB,Médecin,LEBAS JEAN FRANCOIS,23/05/2014,Transport,€457,,
CELGENE,Médecin,LEBAS JEAN-FRANCOIS,11/07/2013,REPAS RELATION NORMALE DE TRAVAIL,€46,,
CELGENE,Médecin,LEBAS JEAN-FRANCOIS,16/07/2013,REPAS RELATION NORMALE DE TRAVAIL,€40,,
CENTRALE DES PEELINGS,Médecin,COHEN TANOUDJI GILBERT,05/06/2014,cadeaux,€15,,
CENTRALE DES PEELINGS,Médecin,COHEN TANOUDJI GILBERT,05/06/2014,cadeaux,€17,,
CENTRALE DES PEELINGS,Médecin,COHEN TANOUDJI GILBERT,05/06/2014,cadeaux,€16,,
CENTRALE DES PEELINGS,Médecin,LEBLOND PASCAL JOSIANE,20/01/2014,cadeaux,€17,,
CENTRALE DES PEELINGS,Médecin,LEBLOND PASCAL JOSIANE,20/01/2014,cadeaux,€21,,
colgate palmolive,Chirurgien-dentiste,VIDOTTO KALAFAT ANNE CHRISTEL,07/11/2013,REPAS,€15,,
COOPERVISION SAS,Opticien-lunetier,DUSOL CATHERINE,30/10/2013,REPAS,€24,,
COOPERVISION SAS,Opticien-lunetier,DUSOOL RROGER,30/10/2013,REPAS,€24,,
DENTSPLY Implants,Chirurgien-dentiste,DRUET PHILIPPE,26/09/2013,REPAS,€71,,
DENTSPLY Implants,Chirurgien-dentiste,DRUET PHILIPPE,12/12/2013,REPAS,€50,,
DENTSPLY Implants,Chirurgien-dentiste,JULLIEN LUDOVIC,03/12/2013,REPAS,€50,,
DENTSPLY Implants,Chirurgien-dentiste,MORELLI ERIC,12/11/2013,REPAS,€21,,
DJO France SAS,Pharmacien,COLOMBANI MARION,22/04/2014,Repas,€15,,
ETHICON,Opticien-lunetier,GUIDI RAPHAEL,08/04/2014,REPAS,€23,,
EUROPHTA,Médecin,IMBERT FRANCOISE,28/01/2014,HOSPITALITE,€225,,
FRESENIUS KABI FRANCE,Médecin,FRIN GREGORY,02/09/2013,REPAS,€79,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,BENSOUSSAN DANIEL,28/11/2013,REPAS,€42,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,BOULANGER JEAN PHILIPPE,08/10/2013,REPAS,€52,,
GE Medical Systems SCS,Médecin,CAVALLERI AMILA,21/01/2014,REPAS PROFESSIONNEL,€32,,
GE Medical Systems SCS,Médecin,CROVETTO NICOLAS,12/02/2014,REPAS PROFESSIONNEL,€52,,
GE Medical Systems SCS,Médecin,CROVETTO NICOLAS,21/01/2014,REPAS PROFESSIONNEL,€32,,
GE Medical Systems SCS,Médecin,PATALAS BERNARD,23/08/2013,REPAS PROFESSIONNEL,€34,,
GE Medical Systems SCS,Médecin,PATALAS BERNARD,25/09/2013,REPAS PROFESSIONNEL,€23,,
GE Medical Systems SCS,Médecin,VINCEC ALEXIS,12/02/2014,REPAS PROFESSIONNEL,€52,,
GE Medical Systems SCS,Médecin,VINCEC ALEXIS,21/01/2014,REPAS PROFESSIONNEL,€32,,
GUERBET France,Manipulateur d’électroradiologie médicale,TAVANO VICTORIA,29/08/2013,AUTRE: FRAIS D'INSCRIPTION,€438,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,BUFFET JULIEN,14/04/2014,REPAS,€29,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,TEISSEIRE PHILIPPE,15/04/2014,REPAS,€29,,
ICOMED,Chirurgien-dentiste,ADDA STEPHANE,26/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,ADDA STEPHANE,09/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,CHAOULLI HORMOZ,16/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,COLLET TARDY NATACHA,09/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,FERNANDES ALEXANDRE,27/05/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,PERREIN CAMILLE,21/05/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,PERREIN CAMILLE,09/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,SAYAGH MILLEWA,04/04/2013,Autre: [Enquête],€14,,
ICOMED,Médecin,ARCHAMBAULT DANIEL,19/09/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,ARCHAMBAULT DANIEL,20/12/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,BATTAGLIONE MARCEL,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BENSOUSSAN DANIEL,07/04/2014,Autre: [Enquête],€22,,
ICOMED,Médecin,BOUZAR BAYA,25/03/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,CAPRINI DIDIER,04/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHASSERY JACQUES,09/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHASSERY JACQUES,03/02/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,CORNEIL GERARD,05/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CORNEIL GERARD,07/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,DE BOTTON PHILIPPE,13/02/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,DE BOTTON PHILIPPE,18/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,FOREST HENRI,19/09/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,FUCHS SYLVAINE,27/06/2014,Autre: [Enquête],€15,,
ICOMED,Médecin,FUCHS SYLVAINE,24/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,IMBERT COSCHIERI FRANCOISE,02/05/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,INEDJIAN JEAN MARC,27/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,INEDJIAN JEAN MARC,28/05/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,LASSERI CHARAF,03/06/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,LASSERI CHARAF,12/03/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,LAURENCON CATHERINE,07/11/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,LEBAS JEAN FRANCOIS,25/06/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,LEBAS JEAN FRANCOIS,09/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LEONARD MARTELLI VANESSA,08/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MAITRE NICOLAS,08/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,MAITRE NICOLAS,21/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,MARTELLI PATRICIA,09/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARTELLI PATRICIA,06/01/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,MILLER CHRISTINE,23/01/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,NEYSSENSAS CORNEIL PASCALE,07/01/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,NEYSSENSAS CORNEIL PASCALE,07/01/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,PAOLUCCI RACHEL,03/06/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,PARASCHIV SILVIU,06/03/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,PERLANGELI SYLVIA,02/04/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,PLAGNOL DIDIER,04/12/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,PLAGNOL DIDIER,26/02/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,RAGAZZONI FRANCOISE,09/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SARDOU YVES,10/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TORRES DE ALMEIDA REGINA,10/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,TORRES DE ALMEIDA REGINA,26/02/2013,Autre: [Enquête],€16,,
ICOMED,Pharmacien,BALLESTRA BARTIN MARIE ANTOINETTE,30/08/2013,Autre: [Enquête],€11,,
ICOMED,Pharmacien,CASABURO LUC,23/04/2013,Autre: [Enquête],€16,,
ICOMED,Pharmacien,HUERTAS JEAN MICHEL,03/06/2014,Autre: [Enquête],€24,,
InterMune France SAS,Médecin,MONEA ELENA,14/11/2013,REPAS,€14,,
ISIS COTE D'AZUR,Médecin,MONEA ELENA,08/03/2013,REPAS,€13,,
ISIS COTE D'AZUR,Médecin,MONEA ELENA,07/06/2013,REPAS,€17,,
Ivoclar Vivadent SAS,Chirurgien-dentiste,BUFFET JULIEN,30/07/2013,REPAS,€17,,
Ivoclar Vivadent SAS,Chirurgien-dentiste,TEISSEIRE PHILIPPE,30/07/2013,REPAS,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ABADIE JEAN BERNARD,14/11/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ANGELETTI ROBERT,17/04/2014,REPAS,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARD DOMINIQUE,19/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUREAU JOEL,23/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAN PETER,23/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAN PETER,25/06/2013,Hospitalite,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHASSERY JACQUES,23/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHASSERY JACQUES,25/06/2013,Hospitalite,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DEVAUX XAVIER,25/06/2013,Hospitalite,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DIMITRIOU VIOREL,18/12/2013,REPAS,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FOREST HENRI,11/03/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FUCHS SYLVAINE,12/12/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,06/07/2012,Hospitalité,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,30/06/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,04/02/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,24/05/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,25/05/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,11/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,15/04/2013,Hospitalite,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,20/03/2013,Hospitalite,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,01/12/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,29/05/2012,Hospitalité,€33,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,12/10/2012,Hospitalité,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,01/12/2012,Hospitalité,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,01/12/2012,Hospitalité,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,01/12/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOGU NICOLAS,20/12/2012,Hospitalité,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEONARD MARTELLI VANESSA,11/03/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PESSO JEAN LOUIS,11/03/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PESSO JEAN LOUIS,14/05/2013,Hospitalite,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SUF CATHIJEAN,25/06/2013,Hospitalite,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SUF BERTHUEL CATHIJEAN,23/01/2012,Hospitalité,€52,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE LEGRAND LEPERS,19/12/2013,CADEAUX,€26,,
LABORATOIRES BOUCHARA - RECORDATI,Infirmier,GRANDCHAMP MARIE REINE,24/09/2013,Repas,€37,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,CALVIN CLAUDE,10/10/2013,Repas,€36,,
LABORATOIRES CONVATEC,Infirmier,KOCIENSKI ALEXANDRE,29/01/2014,REPAS,€17,,
LABORATOIRES CONVATEC,Infirmier,PHELY CORINNE,29/01/2014,REPAS,€17,,
Laboratoires Grünenthal SAS,Médecin,LEBAS JEAN FRANCOIS,09/07/2013,REPAS,€50,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MARQUEZ CHARLES,04/04/2013,INVITATIONS,€20,,
Laboratoires PRED,Chirurgien-dentiste,Devesse Michel,22/01/2013,Restauration,€22,,
Laboratoires PRED,Chirurgien-dentiste,Diss Antoine,14/01/2013,Cadeaux,€36,,
Laboratoires THEA,Médecin,BITOUN PIERRE,19/09/2013,REPAS,€40,,
Laboratoires THEA,Médecin,BITOUN PIERRE,19/09/2013,REPAS,€40,,
LENTILLES SAS,Médecin,IMBERT COSCHIERI FRANCOISE,17/12/2013,REPAS,€44,,
LEO Pharma,Médecin,D AGRO RENE,30/01/2014,REPAS,€14,,
LEO Pharma,Médecin,D AGRO RENE,06/02/2014,REPAS,€29,,
LEO Pharma,Médecin,D AGRO RENE,06/02/2014,REPAS,€29,,
LEO Pharma,Médecin,SICRE GÉRARD,04/12/2013,HOSPITALITE,"€1,810",,
LES LABORATOIRES SERVIER,Médecin,BOUZAR BAYA,04/10/2013,Repas,€130,,
LES LABORATOIRES SERVIER,Médecin,BOUZAR BAYA,24/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,BOUZAR BAYA,04/10/2013,Hébergement,€536,,
LES LABORATOIRES SERVIER,Médecin,BOUZAR BAYA,15/10/2013,Repas,€53,,
LES LABORATOIRES SERVIER,Médecin,BOUZAR BAYA,04/10/2013,Transport,€230,,
LES LABORATOIRES SERVIER,Médecin,BUREAU JOEL,24/09/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,CORNEIL GERARD,07/12/2013,Repas,€135,,
LES LABORATOIRES SERVIER,Médecin,DIMITRIOU VIOREL,03/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,LASSERI CHARAF,04/04/2014,Repas,€31,,
LES LABORATOIRES SERVIER,Médecin,LASSERI CHARAF,07/12/2013,Repas,€192,,
LES LABORATOIRES SERVIER,Médecin,NEYSSENSAS-CORNEIL PASCALE,07/12/2013,Repas,€128,,
LES LABORATOIRES SERVIER,Médecin,TORRES REGINA,10/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,TORRES REGINA,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,TORRES REGINA,11/10/2013,Transport,€269,,
LUNDBECK SAS,Médecin,PARASCHIV SILVIU,19/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€17,,
LUNDBECK SAS,Médecin,PARASCHIV SILVIU,18/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€28,,
LUNDBECK SAS,Médecin,PLAGNOL DIDIER,19/10/2013,AUTRE : FRAIS D HOSPITALITE / RP,€223,,
LUNDBECK SAS,Médecin,PLAGNOL DIDIER,18/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€28,,
LUNDBECK SAS,Médecin,PLAGNOL DIDIER,19/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€17,,
LUNDBECK SAS,Médecin,PLAGNOL DIDIER,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,TORRES DE ALMEIDA REGINA,07/11/2013,AUTRE : FRAIS D HOSPITALITE / RP,€13,,
LUNDBECK SAS,Médecin,TORRES DE ALMEIDA REGINA,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,TORRES DE ALMEIDA REGINA,15/01/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,TORRES DE ALMEIDA REGINA,15/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€44,,
LUNDBECK SAS,Médecin,TORRES DE ALMEIDA REGINA,19/10/2013,AUTRE : FRAIS D HOSPITALITE / RP,€223,,
LUNDBECK SAS,Médecin,TORRES DE ALMEIDA REGINA,06/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,TORRES DE ALMEIDA REGINA,02/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
MEDEXACT,Médecin,ARCHAMBAULT DANIEL,28/05/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,NEYSSENSAS CORNEIL PASCALE,10/06/2013,Autre: [Enquête],€19,,
MEDTRONIC France S.A.S,Médecin,PAOLUCCI RACHEL,04/04/2014,REPAS,€60,,
MENARINI FRANCE,Médecin,BOUZAR BAYA,20/11/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,BOUZAR BAYA,17/10/2013,HOSPITALITE CONGRES,€538,,
MENARINI FRANCE,Médecin,BUREAU JOEL,04/07/2013,REPAS,€50,,
MENARINI FRANCE,Médecin,COMPE ARMELLE,06/09/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,CORNEIL GERARD,04/07/2013,REPAS,€50,,
MENARINI FRANCE,Médecin,LASSERI CHARAF,20/11/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,LASSERI CHARAF,29/10/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,LASSERI CHARAF,13/12/2013,AUTRE : RNT,€37,,
MENARINI FRANCE,Médecin,LOVISI BRUNO,04/07/2013,REPAS,€50,,
MENARINI FRANCE,Médecin,NEYSSENSAS PASCALE,04/07/2013,REPAS,€50,,
MENARINI FRANCE,Médecin,YOUSSEF KHALED,06/09/2013,REPAS,€58,,
MENARINI FRANCE,Pharmacien,CALVIN CLAUDE,12/12/2013,AUTRE : RNT,€21,,
MENARINI FRANCE,Pharmacien,COLOMBANI NICOLE,04/07/2013,REPAS,€50,,
MENICON SAS,Opticien-lunetier,DUSSOL ROGER,14/11/2013,AUTRE : REUNION THEMATIQUE AVEC REPAS,€60,,
MENICON SAS,Opticien-lunetier,LE BOUCHER ISABELLE,14/11/2013,AUTRE : REUNION THEMATIQUE AVEC REPAS,€60,,
MERCK SERONO,Pharmacien,LEMONNIER JOAN,26/05/2014,REPAS,€45,,
MERCK SERONO,Pharmacien,LEMONNIER JOAN,26/05/2014,HÉBERGEMENT,€150,,
MERCK SERONO,Pharmacien,LEMONNIER JOAN,26/05/2014,REPAS,€45,,
MERCK SERONO,Pharmacien,LEMONNIER JOAN,25/05/2014,REPAS,€20,,
MERCK SERONO,Pharmacien,LEMONNIER JOAN,26/05/2014,HÉBERGEMENT,€150,,
MERZ PHARMA France,Médecin,ELENA FLORENCE,09/01/2014,Repas,€18,,
MERZ PHARMA France,Médecin,ELENA FLORENCE,12/09/2013,Repas,€19,,
MERZ PHARMA France,Médecin,FUCHS SYLVAINE,10/04/2014,Hébergement,€219,,
MERZ PHARMA France,Médecin,FUCHS SYLVAINE,12/09/2013,Repas,€19,,
MERZ PHARMA France,Médecin,FUCHS SYLVAINE,13/03/2014,Repas,€25,,
MERZ PHARMA France,Médecin,FUCHS SYLVAINE,10/04/2014,Repas,€60,,
MERZ PHARMA France,Médecin,FUCHS SYLVAINE,10/04/2014,Transport,€451,,
MERZ PHARMA France,Médecin,FUCHS SYLVAINE,10/04/2014,Hébergement,€219,,
MSD France,Médecin,BOUZAR BAYA,12/04/2014,REPAS,€58,,
MSD France,Médecin,CORNEIL GERARD,28/11/2013,REPAS,€60,,
MSD France,Médecin,CORNEIL GERARD,22/11/2013,REPAS,€51,,
MSD France,Médecin,DUMAS GERARD,23/04/2014,REPAS,€18,,
MSD France,Médecin,JOHANN PHILIPPE,01/04/2014,REPAS,€22,,
MSD France,Médecin,MACAVEI VLAD,23/10/2013,REPAS,€64,,
MSD France,Médecin,NEYSSENSAS CORNEIL PASCALE,28/11/2013,REPAS,€60,,
MSD France,Médecin,NEYSSENSAS CORNEIL PASCALE,22/11/2013,REPAS,€51,,
MSD France,Médecin,STEFAN LILIANA,23/10/2013,REPAS,€64,,
MSD France,Pharmacien,LEMONNIER JOAN,19/03/2014,REPAS,€21,,
MSD France,Sage-femme,COUDRAIN STEPHANIE,06/11/2013,REPAS,€62,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,CAZAL NICOLAS,22/05/2014,REPAS,€27,,
NOVARTIS PHARMA SAS,Médecin,BUREAU JOEL,27/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BUREAU JOEL,25/10/2013,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,BUREAU JOEL,18/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BUREAU JOEL,10/04/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,CORNEIL GERARD,27/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DE BOTTON PHILIPPE,26/11/2013,Repas,€45,,
