ABBOTT PRODUCTS SAS,Médecin,NORD Alain,19/08/2013,REPAS,€20,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUBUIS ISABELLE,12/11/2013,[REPAS],€13,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GOURSOLAS MAUD,12/11/2013,[REPAS],€13,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RAES SOPHIE,12/11/2013,[REPAS],€13,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TAMASEK PATRICIA,12/11/2013,[REPAS],€13,,
BRISTOL-MYERS SQUIBB,Médecin,ALHABAJ SAID,21/03/2014,Repas,€42,,
BRISTOL-MYERS SQUIBB,Médecin,ISSA YOUSSEF,20/02/2014,Repas,€58,,
BRISTOL-MYERS SQUIBB,Médecin,MURAT BERNARD,10/10/2013,Repas,€53,,
BRISTOL-MYERS SQUIBB,Médecin,MURAT BERNARD,12/06/2014,Repas,€48,,
BRISTOL-MYERS SQUIBB,Médecin,TECHE MARWAN,20/02/2014,Repas,€58,,
BRISTOL-MYERS SQUIBB,Médecin,TECHE MARWAN,12/06/2014,Repas,€48,,
BRISTOL-MYERS SQUIBB,Médecin,TECHE MARWAN,21/03/2014,Repas,€42,,
BRISTOL-MYERS SQUIBB,Pharmacien,ORPHELIN BERNADETTE,20/02/2014,Repas,€58,,
CHIESI SA,Médecin,BALDE MANSOUR,08/07/2013,Repas,€41,,
CHIESI SA,Médecin,BENHAIM ALAIN,03/10/2013,Repas,€52,,
CHIESI SA,Médecin,MURAT BERNARD,03/10/2013,Repas,€52,,
Cook France SARL,Infirmier,GUEUGNEAGLI GHISLAINE,20/06/2014,REPAS,€66,,
Cook France SARL,Infirmier,GUEUGNEAGLI GHISLAINE,28/01/2014,HEBERGEMENT,€299,,
Cook France SARL,Infirmier,ROSSEEL CHRISTINE,20/06/2014,REPAS,€62,,
Cook France SARL,Infirmier,ROSSEEL CHRISTINE,28/01/2014,HEBERGEMENT,€299,,
Cook France SARL,Infirmier,ROSSEEL CHRISTINE,20/06/2014,REPAS,€62,,
Cook France SARL,Infirmier,ROSSEEL CHRISTINE,20/06/2014,TRANSPORT,€79,,
DAIICHI SANKYO FRANCE SAS,Médecin,TECHE MARWAN,24/11/2013,Transport,€817,,
DAIICHI SANKYO FRANCE SAS,Médecin,TECHE MARWAN,24/11/2013,Hospitalité,€316,,
DAIICHI SANKYO FRANCE SAS,Médecin,TECHE MARWAN,24/11/2013,Repas,€234,,
DIAGNOSTICA STAGO,Médecin,VERMEE MALIKA,13/03/2014,TRANSFERT,€21,,
DIAGNOSTICA STAGO,Médecin,VERMEE MALIKA,13/03/2014,TRANSPORT,€80,,
DIAGNOSTICA STAGO,Médecin,VERMEE MALIKA,13/03/2014,JOURNEE ETUDE,€178,,
DIAGNOSTICA STAGO,Médecin,VERMEE MALIKA,13/03/2014,SOIREE,€100,,
DIAGNOSTICA STAGO,Médecin,VERMEE MALIKA,13/03/2014,HOTEL,€180,,
Essilor,Opticien-lunetier,Jourdier Marion,12/09/2013,Invitation à déjeuner / dîner,€12,,
GIVEN IMAGING,Médecin,ALCHAAR KHALED,18/10/2013,REPAS,€30,,
GIVEN IMAGING,Médecin,ALCHAAR KHALED,18/10/2013,HEBERGEMENT,€119,,
ICOMED,Chirurgien-dentiste,BLANCHET CAROLE,15/04/2013,Autre: [Enquête],€14,,
ICOMED,Médecin,AL CHAAR KHALED,23/06/2014,Autre: [Enquête],€22,,
ICOMED,Médecin,ALHABAJ SAID,11/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ALHABAJ SAID,05/06/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,BALDE MANSOUR,24/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CAMPANA STEPHANE,25/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DEMET LISE MARIE,29/10/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,ICHE ROLAND,05/12/2013,Autre: [Enquête],€31,,
ICOMED,Médecin,ICHE ROLAND,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ISSA YOUSSEF,07/08/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,ISSA YOUSSEF,27/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,MORDI ABDELKADER,13/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MORDI ABDELKADER,22/05/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,POITRENEAU THIERRY,09/04/2014,Autre: [Enquête],€24,,
JANSSEN-CILAG,Médecin,JACQUEMIN FRANCOIS,18/01/2013,REPAS,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARBOUTH ALAIN,20/12/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARBOUTH ALAIN,20/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUENOT VERDIER ISABELLE,20/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUENOT VERDIER ISABELLE,20/12/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ICHE ROLAND,19/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ICHE ROLAND,20/12/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PELLETINGEAS ANTOINE,20/12/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,POITRENEAU THIERRY,14/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,POITRENEAU THIERRY,03/04/2014,REPAS,€60,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MUNSCH SOPHIE,11/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MUNSCH SOPHIE,19/11/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MUNSCH SOPHIE,11/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,PITTILLONE DOMINIQUE,11/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,PITTILLONE DOMINIQUE,11/06/2013,INVITATIONS,€20,,
LEO Pharma,Médecin,ALHABAJ SAID,27/06/2013,REPAS,€37,,
LEO Pharma,Médecin,DEBUIRE VERONIQUE,27/06/2013,REPAS,€37,,
LEO Pharma,Médecin,ISSA YOUSSEF,12/11/2013,REPAS,€60,,
LEO Pharma,Médecin,ISSA YOUSSEF,27/06/2013,REPAS,€37,,
LEO Pharma,Médecin,KUMELOWSKI DOROTA,27/06/2013,REPAS,€37,,
LEO Pharma,Médecin,MORDI ABDELKADER,27/06/2013,REPAS,€37,,
LEO Pharma,Médecin,MORDI ABDELKADER,02/10/2013,HEBERGEMENT,€186,,
LEO Pharma,Médecin,MORDI ABDELKADER,28/03/2014,AUTRE : INSCRIPTION,€200,,
LEO Pharma,Médecin,MORDI ABDELKADER,28/03/2014,HEBERGEMENT,€213,,
LEO Pharma,Médecin,MORDI ABDELKADER,02/10/2013,AUTRE : INSCRIPTION,€380,,
LEO Pharma,Médecin,MORDI ABDELKADER,28/03/2014,TRANSPORT,€150,,
LEO Pharma,Médecin,MORDI ABDELKADER,02/10/2013,TRANSPORT,€75,,
LEO Pharma,Médecin,RABII KHALED,27/06/2013,REPAS,€37,,
LEO Pharma,Médecin,TECHE MARWAN,27/06/2013,REPAS,€37,,
LEO Pharma,Pharmacien,ORPHELIN BERNADETTE,27/06/2013,REPAS,€37,,
LES LABORATOIRES SERVIER,Médecin,TECHE ALEXANDRE MARWAN,17/10/2013,Repas,€60,,
MEDEXACT,Médecin,AL CHAAR KHALED,14/01/2013,Autre: [Enquête],€15,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,18/06/2014,TRANSPORT,€345,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,18/06/2014,INSCRIPTION,€818,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,18/06/2014,REPAS,€21,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,18/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,19/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,20/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,19/06/2014,REPAS,€21,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,18/06/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,TECHE ALEXANDRE-MARWAN,20/06/2014,REPAS,€21,,
MENARINI FRANCE,Médecin,BENHAIM ALAIN,17/04/2014,Autre : [Restauration],€60,,
MENARINI FRANCE,Médecin,NORD ALAIN,17/10/2013,REPAS,€55,,
MENARINI FRANCE,Médecin,NORD ALAIN,17/04/2014,Autre : [Restauration],€60,,
MENARINI FRANCE,Médecin,TECHE MARWAN,17/04/2014,Autre : [Restauration],€60,,
MERCK SERONO,Médecin,AL CHAAR KHALED,26/09/2013,REPAS,€40,,
MERCK SERONO,Médecin,AL CHAAR KHALED,27/03/2014,REPAS,€40,,
MERCK SERONO,Médecin,GALAJDOVA LENKA,14/11/2013,REPAS,€41,,
MERCK SERONO,Médecin,MORDI ABDELKADER,26/09/2013,REPAS,€40,,
MSD France,Infirmier,DOUHARD ODILE,24/05/2013,HOSPITALITÉ,€27,,
MSD France,Médecin,ALHABAJ SAID,24/05/2013,HOSPITALITÉ,€27,,
MSD France,Médecin,ICHE ROLAND,29/03/2012,HOSPITALITE,€58,,
MSD France,Médecin,ICHE ROLAND,27/09/2012,HOSPITALITE,€58,,
MSD France,Médecin,ICHE ROLAND,15/11/2012,HOSPITALITE,€64,,
MSD France,Médecin,MURAT BERNARD,30/05/2013,HOSPITALITE,€58,,
MSD France,Médecin,MURAT BERNARD,01/04/2014,REPAS,€60,,
MSD France,Médecin,MURAT BERNARD,29/03/2012,HOSPITALITE,€58,,
MSD France,Médecin,MURAT BERNARD,02/02/2012,HOSPITALITE,€56,,
MSD France,Médecin,MURAT BERNARD,27/09/2012,HOSPITALITE,€58,,
MSD France,Médecin,TECHE MARWAN,01/04/2014,REPAS,€60,,
MSD France,Médecin,TECHE MARWAN,05/12/2013,REPAS,€59,,
MSD France,Médecin,TECHE MARWAN,02/02/2012,HOSPITALITE,€56,,
MSD France,Médecin,TECHE MARWAN,07/11/2013,REPAS,€60,,
MSD France,Médecin,TECHE MARWAN,27/09/2012,HOSPITALITE,€58,,
MSD France,Médecin,TECHE MARWAN,24/05/2013,HOSPITALITÉ,€27,,
MSD France,Médecin,TECHE MARWAN,22/09/2013,HOSPITALITÉ,"€3,182",,
MSD France,Médecin,TOUSSAINT JEAN LUC,03/10/2013,REPAS,€23,,
MSD France,Pharmacien,ORPHELIN BERNADETTE,25/09/2013,INSCRIPTION,€250,,
MSD France,Pharmacien,ORPHELIN BERNADETTE,25/09/2013,TRANSPORT,€50,,
MSD France,Pharmacien,ORPHELIN BERNADETTE,25/09/2013,HÉBERGEMENT,€297,,
MSD France,Sage-femme,BERNARD ADELINE,03/10/2013,REPAS,€23,,
MSD France,Sage-femme,SAUSSIER CHANTAL,03/10/2013,REPAS,€23,,
MSD France,Sage-femme,THEUWS MARILYNE,03/10/2013,REPAS,€23,,
MUNDIPHARMA,Médecin,BARBOUTH ALAIN,15/05/2014,HOSPITALITE REUNION PROFESSIONNELLE,€59,,
MUNDIPHARMA,Médecin,DE MEY DEBORAH,10/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,ICHE ROLAND,15/05/2014,HOSPITALITE REUNION PROFESSIONNELLE,€59,,
MUNDIPHARMA,Médecin,ICHE ROLAND,13/02/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
MUNDIPHARMA,Médecin,ICHE ROLAND,17/04/2014,REPAS,€25,,
MUNDIPHARMA,Médecin,ICHE ROLAND,10/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,MURAT BERNARD,20/03/2014,REPAS,€29,,
MUNDIPHARMA,Médecin,MURAT BERNARD,10/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,NORD ALAIN,19/07/2013,REPAS,€15,,
NOVARTIS PHARMA SAS,Médecin,ALHABAJ SAID,05/09/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,BENHAIM ALAIN,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DEBUIRE VERONIQUE,05/09/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,ICHE ROLAND,05/09/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,ICHE ROLAND,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,ICHE ROLAND,20/03/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,MURAT BERNARD,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,NORD ALAIN,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,NORD ALAIN,05/09/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,PELLETINGEAS ANTOINE,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,TECHE MARWAN,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TECHE MARWAN,05/09/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,TECHE MARWAN,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
OCP REPARTITION,Pharmacien,MICHON LAURENCE,03/12/2013,REPAS,€60,,
PIERRE FABRE MEDICAMENT,Médecin,ICHE ROLAND,18/04/2013,HÃƒÂ©bergement,€150,,
PIERRE FABRE MEDICAMENT,Médecin,ICHE ROLAND,18/04/2013,Frais de dÃƒÂ©placement,€76,,
PIERRE FABRE MEDICAMENT,Médecin,ICHE ROLAND,18/04/2013,HospitalitÃƒÂ©,€189,,
PIERRE FABRE MEDICAMENT,Médecin,ICHE ROLAND,05/04/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,ICHE ROLAND,04/04/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MURAT BERNARD,04/04/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MURAT BERNARD,05/04/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,MURAT BERNARD,05/06/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MURAT BERNARD,15/05/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,NORD ALAIN,15/11/2012,Restauration,€17,,
PIERRE FABRE MEDICAMENT,Médecin,NORD ALAIN,29/10/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,POITRENEAU THIERRY,27/06/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,TECHE MARWAN,05/06/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,TECHE MARWAN,05/04/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,TECHE MARWAN,04/04/2013,Restauration,€50,,
RESEARCH NOW SAS,Médecin,mordi abdelkader,22/09/2013,enquête,€19,,
ROTTAPHARM SAS,Médecin,ISSA YOUSSEF,07/11/2013,AUTRE: DEJEUNER,€20,,
ROTTAPHARM SAS,Médecin,ISSA YOUSSEF,07/11/2013,AUTRE: VISITE/(2 X GO-ON 25MG),€18,,
SANOFI AVENTIS FRANCE,Aide soignant,DESMOULINS VALERIE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Aide soignant,GUILLAUMIN MARINE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,ARGOUD PHILIPPE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,CAHOUET CLAIRE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,CHOQUET LAETITIA,18/03/2014,Repas,€14,,
SANOFI AVENTIS FRANCE,Infirmier,COLLET MARIE CLAIRE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,DOUHARD ODILE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,DUCHEMIN AGNES,18/03/2014,Repas,€14,,
SANOFI AVENTIS FRANCE,Infirmier,LANCIEN MATHILDE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,LEMAITRE AGNES,18/03/2014,Repas,€14,,
SANOFI AVENTIS FRANCE,Infirmier,MARTIN YOANN,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,MULLER AURELIE,18/03/2014,Repas,€14,,
SANOFI AVENTIS FRANCE,Infirmier,PHILIPOT JEAN PAUL,18/03/2014,Repas,€14,,
SANOFI AVENTIS FRANCE,Infirmier,PHILIPOT JEAN PAUL,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,REDHON MARLENE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,ROUVEYROL CHRISTEL,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,VIAL LUCILE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Infirmier,VILLA NELLY,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,ANDRE PIERRE,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,CHANAY OLIVIER,25/11/2013,Restauration,€11,,
SANOFI AVENTIS FRANCE,Médecin,CHANAY OLIVIER,15/05/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,ISSA YOUSSEF,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,KANAN RANIA,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,LARBI BOUBEKEUR,11/10/2013,Frais d'inscription à une réunion scientifique,€40,,
SANOFI AVENTIS FRANCE,Médecin,LARBI BOUBEKEUR,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,MORDI ABDELKADER,09/04/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Pharmacien,ORPHELIN BERNADETTE,13/03/2014,Repas,€16,,
SEPTODONT SAS,Chirurgien-dentiste,COUDERT GERAUD,04/12/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,COUDERT GERAUD,12/04/2012,Cadeaux,€144,,
Smith & Nephew S.A.S.,Médecin,ISSA YOUSSEF,20/09/2013,REPAS,€39,,
SORIN GROUP FRANCE,Infirmier,DUCHEMIN AGNES,16/01/2014,Repas,€62,,
SORIN GROUP FRANCE,Infirmier,Touresse Nathalie,15/01/2014,TRANSPORT,€92,,
SORIN GROUP FRANCE,Infirmier,Touresse Nathalie,15/01/2014,HEBERGEMENT,€557,,
SORIN GROUP FRANCE,Infirmier,Touresse Nathalie,15/01/2014,REPAS,€60,,
SORIN GROUP FRANCE,Infirmier,TOURESSE NATHALIE,16/01/2014,Repas,€62,,
SORIN GROUP FRANCE,Infirmier,Touresse Nathalie,15/01/2014,INSCRIPTION,€150,,
SORIN GROUP FRANCE,Infirmier,Touresse Nathalie,15/01/2014,AUTRE: [FRAIS],€112,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,15/01/2014,TRANSPORT,€93,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,15/01/2014,INSCRIPTION,€150,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,20/09/2013,Hébergement,€230,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,15/01/2014,AUTRE: [FRAIS],€124,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,20/09/2013,Repas,€41,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,20/09/2013,Hospitalité,€29,,
SORIN GROUP FRANCE,Médecin,DOMINGOS RACHEL,16/01/2014,Repas,€62,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,20/09/2013,Transport,€209,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,15/01/2014,REPAS,€60,,
SORIN GROUP FRANCE,Médecin,Domingos Rachel,15/01/2014,HEBERGEMENT,€557,,
SORIN GROUP FRANCE,Médecin,Duchemin Agnès,15/01/2014,HEBERGEMENT,€557,,
SORIN GROUP FRANCE,Médecin,Duchemin Agnès,15/01/2014,INSCRIPTION,€150,,
SORIN GROUP FRANCE,Médecin,Duchemin Agnès,15/01/2014,TRANSPORT,€93,,
SORIN GROUP FRANCE,Médecin,Duchemin Agnès,15/01/2014,REPAS,€60,,
SORIN GROUP FRANCE,Médecin,Duchemin Agnès,15/01/2014,AUTRE: [FRAIS],€164,,
SORIN GROUP FRANCE,Médecin,Tech Marwan,15/01/2014,INSCRIPTION,€600,,
SORIN GROUP FRANCE,Médecin,Tech Marwan,15/01/2014,AUTRE: [FRAIS],€179,,
SORIN GROUP FRANCE,Médecin,Tech Marwan,15/01/2014,TRANSPORT,€96,,
SORIN GROUP FRANCE,Médecin,Tech Marwan,15/01/2014,REPAS,€60,,
SORIN GROUP FRANCE,Médecin,TECHE ALEXANDRE MARWAN,16/01/2014,Repas,€62,,
SORIN GROUP FRANCE,Médecin,TECHE ALEXANDRE MARWAN,16/01/2014,Repas,€62,,
SORIN GROUP FRANCE,Médecin,TECHE ALEXANDRE MARWAN,16/05/2014,Repas,€60,,
SOS OXYGENE BASSIN PARISIEN SUD,Médecin,BALDE MANSOUR,30/01/2014,Transport,€589,,
SOS OXYGENE BASSIN PARISIEN SUD,Médecin,BALDE MANSOUR,30/01/2014,Repas,€22,,
TEVA SANTE SAS,Médecin,ICHE ROLAND,16/05/2014,REPAS,€58,,
TEVA SANTE SAS,Médecin,ICHE ROLAND,18/02/2014,REPAS,€40,,
TEVA SANTE SAS,Médecin,ICHE ROLAND,26/11/2013,REPAS,€34,,
TEVA SANTE SAS,Médecin,NORD ALAIN,27/12/2013,REPAS,€34,,
TEVA SANTE SAS,Pharmacien,ORPHELIN BERNADETTE,06/12/2013,REPAS,€25,,
TEVA SANTE SAS,Pharmacien,ORPHELIN BERNADETTE,07/01/2014,REPAS,€27,,
TEVA SANTE SAS,Pharmacien,ORPHELIN BERNADETTE,01/04/2014,REPAS,€34,,
TEVA SANTE SAS,Pharmacien,ORPHELIN BERNADETTE,19/06/2014,REPAS,€44,,
THERABEL LUCIEN PHARMA,Médecin,DE MEY DEBORAH,26/03/2013,REPAS,€40,,
THERABEL LUCIEN PHARMA,Médecin,NORD ALAIN,20/06/2014,REPAS,€19,,
