ALLERGAN FRANCE,Médecin,SOLTISYK CASIMIR,15/04/2014,REPAS,€41,,
Bayer HealthCare SAS,Médecin,HANOT PERRINE,27/06/2014,Hospitalité,€44,,
Bayer HealthCare SAS,Médecin,HANOT PERRINE,23/05/2014,Hospitalité,€28,,
Bayer HealthCare SAS,Médecin,PAYELLEVILLE STEPHANE,07/11/2013,Hospitalité,€51,,
Bayer HealthCare SAS,Médecin,PUSCA LUCACIU CORINA,23/06/2014,Hospitalité,€55,,
Bayer HealthCare SAS,Médecin,PUSCA LUCACIU CORINA,08/11/2013,Hospitalité,€31,,
Bayer HealthCare SAS,Médecin,RIMETZ FREDERIC,31/03/2014,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,ROSZAK HENRI,07/11/2013,Hospitalité,€51,,
Bayer HealthCare SAS,Médecin,SKRZYPCZAK LAURENT,25/09/2013,Hospitalité,€35,,
Bayer HealthCare SAS,Médecin,SKRZYPCZAK LAURENT,27/06/2014,Hospitalité,€44,,
Bayer HealthCare SAS,Médecin,SKRZYPCZAK LAURENT,23/05/2014,Hospitalité,€28,,
Bayer HealthCare SAS,Médecin,TURQUET MARC,31/03/2014,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,TURQUET MARC,05/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,TURQUET MARC,31/03/2014,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,WIART LAURENT,23/05/2014,Hospitalité,€28,,
Bayer HealthCare SAS,Médecin,ZENTAR PASCAL,26/06/2014,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,ZENTAR PASCAL,27/03/2014,Hospitalité,€22,,
Bayer HealthCare SAS,Médecin,ZENTAR PASCAL,21/11/2013,Hospitalité,€27,,
Bayer HealthCare SAS,Pharmacien,PARENTY FRANCK,23/06/2014,Hospitalité,€55,,
B.BRAUN MEDICAL SAS,Médecin,EPINETTE JEAN ALAIN,23/05/2014,AUTRE [FRAIS DE MISSION],€724,,
BIOCODEX,Médecin,BUYSSCHAERT ARNAUD,18/04/2014,REPAS,€25,,
BIOCODEX,Médecin,FRAPPE THIERRY,15/06/2014,REPAS,€81,,
BIOCODEX,Médecin,RIMETZ FREDERIC,15/06/2014,REPAS,€81,,
BIOGEN IDEC FRANCE,Masseur-kinésithérapeute,NOEL JONATHAN,13/03/2014,REPAS,€41,,
BIOTECH ORTHO,Médecin,FAREZ Eric,23/01/2014,Repas,€45,,
BOEHRINGER INGELHEIM FRANCE,Médecin,HRYSZKIEWICZ JEAN,26/03/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,PUSCA LUCACIU CORINA,16/01/2014,HOSPITALITE,€791,,
BOEHRINGER INGELHEIM FRANCE,Médecin,PUSCA LUCACIU CORINA,09/01/2014,HOSPITALITE,€20,,
BOEHRINGER INGELHEIM FRANCE,Médecin,ZENTAR PASCAL,17/10/2013,HOSPITALITE,€25,,
BOIRON,Médecin,JABLONSKI CHRISTIAN,26/06/2014,[REPAS],€45,,
BRISTOL-MYERS SQUIBB,Médecin,DECAUDIN MARC,06/12/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,EVRARD J LUC,18/12/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,EVRARD WALLE CHRISTINE,18/12/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,HANOT PERRINE,20/06/2014,Repas,€36,,
BRISTOL-MYERS SQUIBB,Médecin,SKRZYPCZAK LAURENT,06/12/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,SPELLER ARNAUD,18/12/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,SPELLER ARNAUD,31/10/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,ZENTAR PASCAL,31/10/2013,Repas,€25,,
BRISTOL-MYERS SQUIBB,Médecin,ZENTAR PASCAL,06/03/2014,Repas,€27,,
BRISTOL-MYERS SQUIBB,Pharmacien,COUVREUR AURELIEN,23/01/2014,Repas,€60,,
BRISTOL-MYERS SQUIBB,Pharmacien,FOINE MARIE HELENE,03/04/2014,Repas,€39,,
BRISTOL-MYERS SQUIBB,Pharmacien,HAIGNERE JEAN LUC,20/06/2014,Repas,€42,,
BRISTOL-MYERS SQUIBB,Pharmacien,MACLOU FRANCOISE,20/06/2014,Repas,€42,,
BRISTOL-MYERS SQUIBB,Pharmacien,VOITURIER CAROLINE,20/06/2014,Repas,€42,,
CHIESI SA,Médecin,BUYSSCHAERT ARNAUD,14/02/2014,Repas,€49,,
CHIESI SA,Médecin,BUYSSCHAERT ARNAUD,11/09/2013,Repas,€27,,
CHIESI SA,Médecin,DECAUDIN MARC,14/02/2014,Repas,€49,,
CHIESI SA,Médecin,HRYSZKIEWICZ JEAN,03/12/2013,Repas,€53,,
CHIESI SA,Médecin,JABLONSKI CHRISTIAN,03/04/2014,Repas,€53,,
CHIESI SA,Médecin,ROSZAK HENRI,03/04/2014,Repas,€53,,
CHIESI SA,Médecin,SKRZYPCZAK LAURENT,14/02/2014,Repas,€49,,
CHIESI SA,Médecin,SPELLER ARNAUD,03/12/2013,Repas,€53,,
CHIESI SA,Médecin,WIART LAURENT,14/02/2014,Repas,€49,,
CHIESI SA,Médecin,ZENTAR PASCAL,12/09/2013,Repas,€31,,
CHIESI SA,Médecin,ZENTAR PASCAL,03/12/2013,Repas,€53,,
COOPERVISION SAS,Opticien-lunetier,PATERNOSTER ARIANE,17/06/2014,REPAS,€27,,
COOPERVISION SAS,Opticien-lunetier,POLZIER CAMILLE,06/11/2013,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,VINCENT CHRISTOPHE,16/04/2014,REPAS,€25,,
COOPERVISION SAS,Opticien-lunetier,VINCENT CHRISTOPHE,17/12/2013,REPAS,€27,,
COOPERVISION SAS,Opticien-lunetier,VINCENT CHRISTOPHE,17/12/2013,REPAS,€27,,
COOPERVISION SAS,Opticien-lunetier,VINCENT CHRISTOPHE,06/11/2013,REPAS,€60,,
COSMETIQUE ACTIVE FRANCE,Etudiant,DUPUIS BENJAMIN,20/05/2014,REPAS,€23,,
COSMETIQUE ACTIVE FRANCE,Etudiant,JANIN CAMILLE,20/05/2014,REPAS,€23,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,CHIVET CHRISTINE,27/05/2014,REPAS,€37,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FRAPPE JADE,23/01/2014,REPAS,€25,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FRAPPE JADE,27/01/2014,REPAS,€23,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FRAPPE JADE,27/05/2014,REPAS,€37,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,THERET GALLET AUDREY,27/05/2014,REPAS,€37,,
CRISTALENS SA,Médecin,STICHELBOUT Patrick,02/04/2014,Hospitalité,"€2,550",,
CROMA,Médecin,Benoît Jean-Michel,10/07/2013,Restauration,€41,,
CROMA,Médecin,Benoît Jean-Michel,21/10/2013,Restauration,€36,,
CROMA,Médecin,Benoît Jean-Michel,03/04/2014,Restauration,€45,,
CROMA,Médecin,Benoît Jean-Michel,19/03/2014,Restauration,€23,,
CROMA,Médecin,Benoît Jean-Michel,22/01/2014,Restauration,€24,,
DAIICHI SANKYO FRANCE SAS,Médecin,BUYSSCHAERT ARNAUD,02/10/2013,Repas,€38,,
DAIICHI SANKYO FRANCE SAS,Médecin,COUSTENOBLE SEGOLENE,10/12/2013,Repas,€55,,
DAIICHI SANKYO FRANCE SAS,Médecin,PUSCA LUCACIU CORINA,19/10/2013,Transport,€249,,
DAIICHI SANKYO FRANCE SAS,Médecin,PUSCA LUCACIU CORINA,19/10/2013,Autre : [inscription],€478,,
DAIICHI SANKYO FRANCE SAS,Médecin,PUSCA LUCACIU CORINA,19/10/2013,Repas,€60,,
DAIICHI SANKYO FRANCE SAS,Médecin,PUSCA LUCACIU CORINA,19/10/2013,Hospitalité,€561,,
DAIICHI SANKYO FRANCE SAS,Médecin,SKRZYPCZAK LAURENT,02/10/2013,Repas,€38,,
DAIICHI SANKYO FRANCE SAS,Médecin,WIART LAURENT,02/10/2013,Repas,€38,,
Essilor,Opticien-lunetier,DUQUESNOY SANDRINE,29/04/2013,Invitation a dejeuner ou diner,€24,,
Essilor,Opticien-lunetier,POTIER CAMILLE,30/04/2013,Invitation a dejeuner ou diner,€28,,
Essilor,Opticien-lunetier,VINCENT CHRISTOPHE,30/04/2013,Invitation a dejeuner ou diner,€28,,
ETHICON,Opticien-lunetier,BOUCHART MARIE,18/06/2014,REPAS,€33,,
ETHICON,Opticien-lunetier,DELATTRE CAMILLE,18/06/2014,REPAS,€33,,
ETHICON,Opticien-lunetier,DUMETZ PAULINE,18/06/2014,REPAS,€33,,
ETHICON,Opticien-lunetier,JACQUART ANTOINE,18/06/2014,REPAS,€33,,
ETHICON,Opticien-lunetier,LEMIRE FRANCOIS,18/06/2014,REPAS,€33,,
ETHICON,Opticien-lunetier,MARQUANT NOEMIE,18/06/2014,REPAS,€33,,
ETHICON,Opticien-lunetier,MASI ROMAIN,18/06/2014,REPAS,€33,,
FERRING SAS,Médecin,BUYSSCHAERT ARNAUD,29/11/2013,Repas,€36,,
FERRING SAS,Médecin,DECAUDIN MARC,29/11/2013,Repas,€36,,
FERRING SAS,Médecin,WIART LAURENT,29/11/2013,Repas,€36,,
FH ORTHOPEDICS,Médecin,BRZAKALA VINCENT,10/04/2014,Autre : [INSCRIPTION],€280,,
FH ORTHOPEDICS,Médecin,BRZAKALA VINCENT,10/04/2014,HEBERGEMENT,€400,,
FH ORTHOPEDICS,Médecin,BRZAKALA VINCENT,10/04/2014,TRANSPORT,€430,,
galderma international,Médecin,BUYSSCHAERT ARNAUD,04/09/2013,Repas,€37,,
galderma international,Médecin,LE PREVOST YVES,04/09/2013,Repas,€37,,
galderma international,Médecin,SKRZYPCZAK LAURENT,04/09/2013,Repas,€37,,
galderma international,Médecin,ZENTAR PASCAL,26/09/2013,Repas,€42,,
GE Medical Systems SCS,Médecin,DELEMAZURE OLIVIER,21/01/2014,REPAS PROFESSIONNEL,€40,,
GE Medical Systems SCS,Médecin,FOURQUET CATHERINE,21/01/2014,REPAS PROFESSIONNEL,€40,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,SALOME JEAN FRANCOIS,27/01/2014,REPAS,€32,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,SUYBENG ALINE,27/01/2014,REPAS,€32,,
horus pharma,Médecin,BODIN DURIEZ L. Laurence,30/01/2014,Repas,€55,,
horus pharma,Médecin,STICHELBOUT P. Patrick,30/01/2014,Repas,€55,,
ICOMED,Chirurgien-dentiste,CHARPENTIER GUIFFANT LAURENCE,16/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,SUYBENG ALINE,16/04/2013,Autre: [Enquête],€11,,
ICOMED,Médecin,ANDRZEJEWSKI AUDRIC,07/08/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ANDRZEJEWSKI AUDRIC,23/06/2014,Autre: [Enquête],€10,,
ICOMED,Médecin,BOUQUET HERVE,26/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BOUQUET HERVE,06/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DECAUDIN MARC,03/02/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,DECAUDIN MARC,06/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FRAPPE THIERRY,03/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,HOUSET JACQUES,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HOUSET JACQUES,29/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,INGELAERE JEAN MICHEL,02/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,INGELAERE JEAN MICHEL,09/05/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,JABLONSKI CHRISTIAN,17/02/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,JABLONSKI CHRISTIAN,25/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,PIERRE GUY,11/12/2013,Autre: [Enquête],€22,,
ICOMED,Médecin,PIERRE GUY,11/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,RIMETZ FREDERIC,05/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RIMETZ FREDERIC,07/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,TURQUET MARC,10/06/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,VISCART EMMANUEL,02/12/2013,Autre: [Enquête],€30,,
ICOMED,Pharmacien,MACLOU FRANCOISE,18/06/2014,Autre: [Enquête],€16,,
IPSEN PHARMA,Médecin,BUYSSCHAERT ARNAUD,28/03/2014,REPAS,€37,,
IPSEN PHARMA,Médecin,WIART LAURENT,28/03/2014,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ANDRZEJEWSKI AUDRIC,29/01/2013,Hospitalite,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOUQUET HERVE,28/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUYSSCHAERT ARNAUD,08/11/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUYSSCHAERT ARNAUD,26/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUYSSCHAERT ARNAUD,14/11/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUYSSCHAERT ARNAUD,25/06/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUYSSCHAERT ARNAUD,17/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUYSSCHAERT ARNAUD,16/05/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BUYSSCHAERT ARNAUD,19/07/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,03/07/2012,Hospitalité,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,17/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,26/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,19/07/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,08/11/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,28/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,18/09/2013,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DECAUDIN MARC,14/11/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELORME ANNE SOPHIE,25/06/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELORME ANNE SOPHIE,26/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HANOT PERRINE,16/05/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HRYSZKIEWICZ JEAN,30/01/2014,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HRYSZKIEWICZ JEAN,14/11/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HRYSZKIEWICZ JEAN,30/01/2014,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HRYSZKIEWICZ JEAN,27/03/2012,Hospitalité,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JABLONSKI CHRISTIAN,23/02/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JABLONSKI CHRISTIAN,28/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MATUSZAK MONIQUE,28/11/2013,REPAS,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MATUSZAK MONIQUE,20/03/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MATUSZAK MONIQUE,23/01/2014,REPAS,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAYELLEVILLE STEPHANE,16/05/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RIMETZ FREDERIC,09/10/2013,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSZAK HENRI,27/03/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSZAK HENRI,28/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSZAK HENRI,16/05/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROSZAK HENRI,23/02/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SKRZYPCZAK LAURENT,18/09/2013,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SKRZYPCZAK LAURENT,14/11/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SKRZYPCZAK LAURENT,19/07/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SKRZYPCZAK LAURENT,16/05/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SPELLER ARNAUD,18/07/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,STICHELBOUT PATRICK,16/05/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,STICHELBOUT PATRICK,16/05/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TURQUET MARC,11/07/2013,REPAS,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGREUX VIRGINIE,28/11/2013,REPAS,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGREUX VIRGINIE,20/03/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VIGREUX VIRGINIE,23/01/2014,REPAS,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VOISIN DENIS,28/06/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WIART LAURENT,19/07/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WIART LAURENT,25/06/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WIART LAURENT,16/04/2013,Hospitalite,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WIART LAURENT,08/11/2013,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WIART LAURENT,14/11/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WIART LAURENT,16/05/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZENTAR PASCAL,23/01/2014,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZENTAR PASCAL,03/07/2012,Hospitalité,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZENTAR PASCAL,10/05/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZENTAR PASCAL,26/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZENTAR PASCAL,19/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZENTAR PASCAL,18/07/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,DAUCHOT MONIQUE,03/12/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,FOINE MARIE HELENE,03/12/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JEAN LUC,23/06/2014,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JEAN LUC,29/01/2014,REPAS,€33,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JEAN LUC,04/12/2012,Hospitalité,€30,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JEAN LUC,03/12/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JEAN LUC,17/10/2013,REPAS,€58,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JULIE,03/12/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JULIE,17/10/2013,REPAS,€58,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,HAIGNERE JULIE,04/12/2012,Hospitalité,€30,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,LABITTE JEAN LUC,21/10/2013,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,MACLOU FRANCOISE,03/12/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,PARENTY FRANCK,26/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,PARENTY FRANCK,17/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,PARENTY FRANCK,03/12/2013,REPAS,€23,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,VERMES JACOBS DELPHINE,04/12/2012,Hospitalité,€30,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,VERMES JACOBS DELPHINE,03/12/2013,REPAS,€23,,
LABORATOIRE JALDES,Médecin,Devemy Pierre,02/12/2013,Autre : [ECHANTILLON],€13,,
Laboratoires ARKOPHARMA,Pharmacien,DUPUIS BENJAMIN,10/04/2014,REPAS,€36,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DELELIS AGNÈS,10/04/2014,REPAS,€36,,
LABORATOIRES COLOPLAST,Médecin,BUYSSCHAERT ARNAUD,07/02/2014,Repas,€46,,
LABORATOIRES COLOPLAST,Médecin,BUYSSCHAERT ARNAUD,23/10/2013,Repas,€22,,
LABORATOIRES COLOPLAST,Médecin,DECAUDIN MARC,23/10/2013,Repas,€22,,
LABORATOIRES COLOPLAST,Médecin,SKRZYPCZAK LAURENT,07/02/2014,Repas,€46,,
LABORATOIRES COLOPLAST,Médecin,SKRZYPCZAK LAURENT,23/10/2013,Repas,€22,,
LABORATOIRES COLOPLAST,Médecin,WIART LAURENT,07/02/2014,Repas,€46,,
LABORATOIRES COLOPLAST,Pharmacien,HAIGNERE JEAN LUC,21/02/2014,Repas,€60,,
LABORATOIRES COLOPLAST,Pharmacien,HAIGNERE JULIE,21/02/2014,Repas,€60,,
LABORATOIRES CONVATEC,Infirmier,BALLOY VALERIE,17/10/2013,DINER,€40,,
LABORATOIRES CONVATEC,Infirmier,BALOY VALERIE,20/03/2014,REPAS,€41,,
LABORATOIRES CONVATEC,Infirmier,BATAILLE CLEMENTINE,20/03/2014,REPAS,€41,,
LABORATOIRES CONVATEC,Infirmier,BOULNOIS CLAIRE,17/04/2014,REPAS,€36,,
LABORATOIRES CONVATEC,Infirmier,BOURGEOIS BENJAMIN,20/03/2014,REPAS,€41,,
LABORATOIRES CONVATEC,Infirmier,CARLUER JENIFER,20/03/2014,REPAS,€41,,
LABORATOIRES CONVATEC,Infirmier,CHELTOWSKI KARINE,17/10/2013,DINER,€40,,
LABORATOIRES CONVATEC,Infirmier,CRENLEUX BRUNO,03/04/2014,REPAS,€54,,
LABORATOIRES CONVATEC,Infirmier,CRENLEUX BRUNO,03/04/2014,REPAS,€54,,
LABORATOIRES CONVATEC,Infirmier,CRENLEUX BRUNO,03/04/2014,HEBERGEMENT,€172,,
LABORATOIRES CONVATEC,Infirmier,DANVERS THOMAS,17/10/2013,DINER,€40,,
LABORATOIRES CONVATEC,Infirmier,DELBARRE PATRICIA,09/09/2013,DEJEUNER,€18,,
LABORATOIRES CONVATEC,Infirmier,DELBARRE PATRICIA,17/10/2013,DINER,€40,,
LABORATOIRES CONVATEC,Infirmier,DELBARRE PATRICIA,14/02/2014,REPAS,€34,,
LABORATOIRES CONVATEC,Infirmier,DELBARRE PATRICIA,17/10/2013,DINER,€40,,
LABORATOIRES CONVATEC,Infirmier,DE SMET CHARLOTTE,17/04/2014,REPAS,€36,,
LABORATOIRES CONVATEC,Infirmier,DEWASMES VIVIANE,17/04/2014,REPAS,€36,,
LABORATOIRES CONVATEC,Infirmier,DUQUESNOY SYLVIE,17/10/2013,DINER,€40,,
LABORATOIRES CONVATEC,Infirmier,FIOLET CLEMENT,27/05/2014,REPAS,€24,,
LABORATOIRES CONVATEC,Infirmier,FOVET CLAIRE,17/04/2014,REPAS,€36,,
