3M France,Association professionnel de santé,LE LIEN,02/05/2013,AUTRE : [DON],"€10,000",,
AMGEN SAS,Infirmier,NAIL NATHALIE,21/03/2013,AUTRE [FRAIS D INSCRIPTION],€260,,
AMGEN SAS,Infirmier,NAIL NATHALIE,28/08/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Infirmier,NAIL NATHALIE,21/03/2013,HEBERGEMENT,€230,,
AMGEN SAS,Infirmier,NAIL NATHALIE,04/02/2014,REPAS IMPROMPTU,€23,,
AMGEN SAS,Infirmier,NAIL NATHALIE,21/03/2013,REPAS,€60,,
AMGEN SAS,Infirmier,NAIL NATHALIE,21/03/2013,TRANSPORT,€508,,
AMGEN SAS,Infirmier,NAIL NATHALIE,20/03/2013,REPAS,€31,,
AMGEN SAS,Infirmier,NAIL NATHALIE,22/03/2013,HEBERGEMENT,€230,,
AMGEN SAS,Infirmier,NAIL NATHALIE,21/03/2013,TRANSPORT,€23,,
AMGEN SAS,Infirmier,NANA ATCHOUGA MARIE,10/04/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Infirmier,NANA ATCHOUGA MARIE,10/04/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Infirmier,VUILLET MYRIAM,10/04/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,COHEN DANIEL,03/09/2013,REPAS IMPROMPTU,€20,,
AMGEN SAS,Médecin,COHEN DANIEL,10/12/2013,REPAS IMPROMPTU,€23,,
AMGEN SAS,Médecin,COSCAS YVAN,06/03/2014,REPAS IMPROMPTU,€54,,
AMGEN SAS,Médecin,COSCAS YVAN,08/11/2013,REPAS IMPROMPTU,€58,,
AMGEN SAS,Médecin,COSCAS YVAN,28/08/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Médecin,EL HAJJAM MOSTAFA,15/05/2014,REPAS REUNION,€60,,
AMGEN SAS,Médecin,EL HAJJAM MOSTAFA,16/05/2014,AUTRE [PAUSE],€10,,
AMGEN SAS,Médecin,EL HAJJAM MOSTAFA,16/05/2014,AUTRE [PAUSE],€10,,
AMGEN SAS,Médecin,EL HAJJAM MOSTAFA,16/05/2014,HEBERGEMENT,€230,,
AMGEN SAS,Médecin,EL HAJJAM MOSTAFA,17/05/2014,REPAS REUNION,€60,,
AMGEN SAS,Médecin,EL HAJJAM MOSTAFA,16/05/2014,REPAS REUNION,€60,,
AMGEN SAS,Médecin,GAUTHIER ANNE,04/02/2014,REPAS IMPROMPTU,€23,,
AMGEN SAS,Médecin,GAUTHIER ANNE,10/04/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,JAUFFRET ERIC,29/09/2013,HEBERGEMENT,€286,,
AMGEN SAS,Médecin,JAUFFRET ERIC,27/09/2013,TRANSPORT,€12,,
AMGEN SAS,Médecin,JAUFFRET ERIC,27/09/2013,TRANSPORT,€410,,
AMGEN SAS,Médecin,JAUFFRET ERIC,30/09/2013,HEBERGEMENT,€286,,
AMGEN SAS,Médecin,JAUFFRET ERIC,27/09/2013,HEBERGEMENT,€286,,
AMGEN SAS,Médecin,JAUFFRET ERIC,28/09/2013,HEBERGEMENT,€286,,
AMGEN SAS,Médecin,MIOT CHRISTINE,28/08/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Médecin,MIOT CHRISTINE,08/11/2013,REPAS IMPROMPTU,€58,,
AMGEN SAS,Médecin,OTMEZGUINE YVES,28/08/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Médecin,OTMEZGUINE YVES,03/09/2013,REPAS IMPROMPTU,€20,,
AMGEN SAS,Médecin,OTMEZGUINE YVES,10/12/2013,REPAS IMPROMPTU,€23,,
AMGEN SAS,Médecin,OTMEZGUINE YVES,13/05/2014,REPAS IMPROMPTU,€20,,
AMGEN SAS,Médecin,OTMEZGUINE YVES,04/03/2014,REPAS IMPROMPTU,€24,,
AMGEN SAS,Médecin,PASTURAUD ALAIN LAURENT,28/05/2014,REPAS IMPROMPTU,€13,,
AMGEN SAS,Médecin,RUFI ALICE MICHELLE,10/04/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,VAILLANT JEAN NICOLAS,10/12/2013,REPAS IMPROMPTU,€23,,
AMGEN SAS,Médecin,VAILLANT JEAN NICOLAS,07/05/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Médecin,VAILLANT JEAN NICOLAS,27/11/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Médecin,WATTECAMPS LAURENT,04/02/2014,REPAS IMPROMPTU,€23,,
AMGEN SAS,Médecin,WATTECAMPS LAURENT,10/04/2014,REPAS IMPROMPTU,€25,,
AMGEN SAS,Pharmacien,RUFI ALICE MICHELLE,28/08/2013,REPAS IMPROMPTU,€24,,
AMGEN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ATBAOUI FADEL,04/02/2014,REPAS IMPROMPTU,€23,,
AMGEN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RUFI ALICE MICHELLE,04/02/2014,REPAS IMPROMPTU,€23,,
Amplifon Groupe France,Médecin,AIDAN DIDIER,31/01/2014,AUTRE : [INSCRIPTION-TRANSPORT-REPAS-HEBERGEMENT],"€1,072",,
Amplifon Groupe France,Médecin,AIDAN DIDIER,25/05/2014,REPAS,€69,,
Amplifon Groupe France,Médecin,DAHAN SERGE,25/05/2014,REPAS,€69,,
Amplifon Groupe France,Médecin,DAHAN SERGE,12/04/2014,REPAS,€60,,
Amplifon Groupe France,Médecin,DAHAN Serge,23/11/2013,Repas,€60,,
Amplifon Groupe France,Médecin,FIAUX JEAN MICHEL,09/04/2014,REPAS,€60,,
Amplifon Groupe France,Médecin,FIAUX JEAN MICHEL,05/06/2014,REPAS,€20,,
Amplifon Groupe France,Médecin,MIRABEL BRUNO,13/03/2014,AUTRE : [INSCRIPTION-TRANSPORT-REPAS-HEBERGEMENT],"€1,620",,
Amplifon Groupe France,Médecin,MIRABEL BRUNO,25/05/2014,REPAS,€69,,
ANTHOGYR,Médecin,BODIN Pierre,30/06/2012,Repas ou Hébèrgement,€245,,
ANTHOGYR,Médecin,BODIN Pierre,28/11/2013,Repas ou Hébèrgement,€46,,
ANTHOGYR,Médecin,BODIN Pierre,28/06/2013,Repas ou Hébèrgement,€268,,
ANTHOGYR,Médecin,BODIN Pierre,30/06/2013,Repas ou Hébèrgement,€128,,
ANTHOGYR,Médecin,FABY Natacha,28/11/2013,Repas ou Hébèrgement,€46,,
ANTHOGYR,Médecin,MAIRE Thibault,28/11/2013,Repas ou Hébèrgement,€46,,
ANTHOGYR,Médecin,NATAF David,28/11/2013,Repas ou Hébèrgement,€46,,
ANTHOGYR,Médecin,TACHE Patrick,01/10/2012,Repas ou Hébèrgement,€15,,
APTALIS PHARMA SAS,Infirmier,SOLIE VERONIQUE,20/09/2013,FRAIS D'HOSPITALITÉ,€54,,
APTALIS PHARMA SAS,Médecin,ALT JEAN CLAUDE,20/09/2013,FRAIS D'HOSPITALITÉ,€54,,
APTALIS PHARMA SAS,Médecin,BABEAU JACQUES,20/01/2014,FRAIS D'HOSPITALIT,€53,,
APTALIS PHARMA SAS,Médecin,BELLON ANNE VERONIQUE,20/09/2013,FRAIS D'HOSPITALITÉ,€54,,
APTALIS PHARMA SAS,Médecin,COSTIL VIANNA,15/10/2013,FRAIS D'HOSPITALITÉ,€58,,
APTALIS PHARMA SAS,Médecin,COSTIL VIANNA,15/10/2013,FRAIS D'HOSPITALITÉ,€58,,
APTALIS PHARMA SAS,Médecin,COSTIL VIANNA,12/10/2013,FRAIS D'HOSPITALITÉ,"€1,164",,
APTALIS PHARMA SAS,Médecin,COSTIL VIANNA,13/10/2013,FRAIS D'HOSPITALITÉ,€73,,
APTALIS PHARMA SAS,Médecin,COSTIL VIANNA,12/10/2013,FRAIS D'HOSPITALITÉ,€24,,
APTALIS PHARMA SAS,Médecin,LESUEUR MICHEL,20/01/2014,FRAIS D'HOSPITALIT,€53,,
APTALIS PHARMA SAS,Médecin,MESKENS SPAULDING CATHERINE,20/09/2013,FRAIS D'HOSPITALITÉ,€54,,
APTALIS PHARMA SAS,Médecin,MESKENS SPAULDING CATHERINE,20/01/2014,FRAIS D'HOSPITALIT,€53,,
APTALIS PHARMA SAS,Médecin,MESKENS SPAULDING CATHERINE,20/03/2014,FRAIS D'HOSPITALIT,€15,,
APTALIS PHARMA SAS,Médecin,MESKENS SPAULDING CATHERINE,20/03/2014,FRAIS D'HOSPITALIT,€44,,
APTALIS PHARMA SAS,Médecin,RUFI YVES,20/03/2014,FRAIS D'HOSPITALIT,€44,,
APTALIS PHARMA SAS,Médecin,RUFI YVES,20/03/2014,FRAIS D'HOSPITALIT,€15,,
APTALIS PHARMA SAS,Médecin,VIRAT JACQUES,20/01/2014,FRAIS D'HOSPITALIT,€53,,
ARCHIMEDES PHARMA France,Médecin,LHUILLERY DELPHINE,19/09/2013,Repas,€49,,
ARJOHUNTLEIGH,Etablissement de santé,HOPITAUX UNIVERSITAIRES PARIS ILE DE France  OUEST,25/06/2012,Repas,€31,,
ARROW GENERIQUES SAS,Pharmacien,GOFFART RENAUD,23/12/2013,CADEAUX,€24,,
ARROW GENERIQUES SAS,Pharmacien,IOTTI JEREMY,11/12/2013,CADEAUX,€25,,
ARROW GENERIQUES SAS,Pharmacien,KOK SAKUNA,23/12/2013,CADEAUX,€24,,
Arthrex SAS,Infirmier,DANION JEAN MARIE,05/12/2013,TRANSPORT,€237,,
Arthrex SAS,Infirmier,DANION JEAN MARIE,05/12/2013,HOTEL,€102,,
Arthrex SAS,Infirmier,GAUDY ALICE,05/12/2013,TRANSPORT,€170,,
Arthrex SAS,Infirmier,GAUDY ALICE,05/12/2013,HOTEL,€102,,
Arthrex SAS,Infirmier,MARTINET CLAUDINE,05/12/2013,TRANSPORT,€250,,
Arthrex SAS,Infirmier,MARTINET CLAUDINE,05/12/2013,HOTEL,€102,,
Arthrex SAS,Médecin,BAUER THOMAS,22/10/2013,TRANSPORT,€579,,
Arthrex SAS,Médecin,BAUER THOMAS,21/01/2014,TRANSPORT,€451,,
Arthrex SAS,Médecin,BAUER THOMAS,10/04/2014,HEBERGEMENT,€290,,
Arthrex SAS,Médecin,BAUER THOMAS,28/05/2014,TRANSPORT,"€4,422",,
Arthrex SAS,Médecin,BAUER THOMAS,22/10/2013,REPAS,€88,,
Arthrex SAS,Médecin,BAUER THOMAS,10/04/2014,TRANSPORT,€195,,
Arthrex SAS,Médecin,BAUER THOMAS,22/10/2013,HEBERGEMENT,€88,,
Arthrex SAS,Médecin,BILLOT NICOLAS,01/04/2014,HEBERGEMENT,€563,,
Arthrex SAS,Médecin,BILLOT NICOLAS,01/04/2014,TRANSPORT,"€1,709",,
Arthrex SAS,Médecin,BILLOT NICOLAS,01/04/2014,REPAS,€101,,
Arthrex SAS,Médecin,FERRAND MATHIEU,14/05/2014,HEBERGEMENT,€500,,
Arthrex SAS,Médecin,LE MOULEC YVES PIERRE,01/04/2014,TRANSPORT,€832,,
Arthrex SAS,Médecin,LE MOULEC YVES PIERRE,01/04/2014,HEBERGEMENT,€563,,
Arthrex SAS,Médecin,LE MOULEC YVES PIERRE,01/04/2014,REPAS,€101,,
Arthrex SAS,Médecin,SOLIGNAC NICOLAS,14/10/2013,REPAS,€77,,
Arthrex SAS,Médecin,SOLIGNAC NICOLAS,14/10/2013,TRANSPORT,€505,,
Arthrex SAS,Médecin,SOLIGNAC NICOLAS,14/10/2013,HOTEL,€84,,
Arthrex SAS,Médecin,THES ANDRE,06/05/2014,REPAS,€21,,
Arthrex SAS,Médecin,VILLATTE GUILLAUME,17/12/2013,HOTEL,€84,,
Arthrex SAS,Médecin,VILLATTE GUILLAUME,17/12/2013,TRANSPORT,€28,,
ASPIDE AESTHETIC,Médecin,HADDAD DELPHINE,24/10/2013,REPAS,€45,,
ASSISTANCES MEDICALES SPECIALISEES,Médecin,bekherraz AMINE,19/12/2013,REPAS,€46,,
ASSISTANCES MEDICALES SPECIALISEES,Médecin,BEKHERRAZ AMINE,07/06/2014,REPAS,€76,,
ASSISTANCES MEDICALES SPECIALISEES,Médecin,BEKHERRAZ AMINE,30/04/2014,REPAS,€32,,
ASTELLAS PHARMA,Association professionnel de santé,L ENVOL,23/04/2014,DONS DE FONCTIONNEMENT,"€8,000",,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,25/01/2013,REPAS,€11,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,21/11/2012,INVITATIONS,€580,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,23/11/2012,HEBERGEMENT,€230,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,23/11/2012,REPAS,€30,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,22/11/2012,HEBERGEMENT,€230,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,21/11/2012,HEBERGEMENT,€184,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,22/11/2012,HEBERGEMENT,€184,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,23/11/2012,HEBERGEMENT,€184,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,22/11/2012,INVITATIONS,€280,,
ASTELLAS PHARMA,Médecin,ATTAL NADINE,22/11/2012,REPAS,€60,,
ASTELLAS PHARMA,Médecin,BISMUTH ALAIN,06/06/2013,REPAS,€63,,
ASTELLAS PHARMA,Médecin,CHARRON CYRIL,19/03/2013,HEBERGEMENT,€246,,
ASTELLAS PHARMA,Médecin,CHARRON CYRIL,19/03/2013,HEBERGEMENT,€246,,
ASTELLAS PHARMA,Médecin,CHARTIER KASTLER EMMANUEL,21/08/2013,TRANSPORT,€95,,
ASTELLAS PHARMA,Médecin,DEQUIDT RAULT BRIGITTE,06/06/2013,REPAS,€63,,
ASTELLAS PHARMA,Médecin,GOURTCHIGLOUIAN CLAUDE,06/06/2013,REPAS,€63,,
ASTELLAS PHARMA,Médecin,GRANDJEAN NATHALIE,06/06/2013,REPAS,€63,,
ASTELLAS PHARMA,Médecin,MARNEAU EVELYNE,06/06/2013,REPAS,€63,,
ASTELLAS PHARMA,Médecin,MIOT CHRISTINE,14/12/2012,HEBERGEMENT,€210,,
ASTELLAS PHARMA,Médecin,MIOT CHRISTINE,14/12/2012,REPAS,€60,,
ASTELLAS PHARMA,Médecin,MIOT CHRISTINE,14/12/2012,REPAS,€12,,
ASTELLAS PHARMA,Médecin,MIOT CHRISTINE,15/12/2012,REPAS,€12,,
ASTELLAS PHARMA,Médecin,MIOT CHRISTINE,14/12/2012,REPAS,€56,,
ASTELLAS PHARMA,Médecin,NEUKIRCH GILBERT,18/04/2013,HOSPITALITE,€192,,
ASTELLAS PHARMA,Médecin,POMMEYROL ARLETTE,13/02/2014,REPAS,€12,,
ASTELLAS PHARMA,Médecin,TANCHON VANESSA,04/02/2014,REPAS,€17,,
