3M France,Chirurgien-dentiste,BEGOUIN FRANCK,10/04/2014,REPAS,€68,,
ROCHE SAS,Médecin,FRAPPAT DELPHINE,15/06/2013,Transport,€256,,
ROCHE SAS,Médecin,FRAPPAT DELPHINE,15/06/2013,Hébergement,€226,,
ROCHE SAS,Médecin,FRAPPAT DELPHINE,15/06/2013,Restauration,€60,,
SANOFI AVENTIS FRANCE,Orthophoniste,DUFOIR VALERIE,09/04/2014,Repas,€11,,
UCB Pharma SA,Médecin,FRAPPAT DELPHINE,12/09/2013,Repas,€35,,
UCB Pharma SA,Médecin,FRAPPAT DELPHINE,01/12/2013,Hébergement,€403,,
UCB Pharma SA,Médecin,FRAPPAT DELPHINE,01/12/2013,Transport,€165,,
UCB Pharma SA,Médecin,FRAPPAT DELPHINE,12/09/2013,Repas,€35,,
UCB Pharma SA,Médecin,FRAPPAT DELPHINE,04/10/2013,Repas,€15,,
UCB Pharma SA,Médecin,GROSCLAUDE SYLVIE,11/02/2014,Repas,€23,,
UCB Pharma SA,Médecin,GROSCLAUDE SYLVIE,04/10/2013,Repas,€15,,
UCB Pharma SA,Médecin,MATHIEU SANDRA,04/10/2013,Repas,€15,,
UCB Pharma SA,Médecin,MATHIEU SANDRA,12/09/2013,Repas,€35,,
UCB Pharma SA,Médecin,TROUSSIER BRUNO,01/12/2013,Transport,€178,,
UCB Pharma SA,Médecin,TROUSSIER BRUNO,01/12/2013,Hébergement,€403,,
UCB Pharma SA,Médecin,TROUSSIER BRUNO,01/12/2013,Autre : [ Inscription ],€310,,
UCB Pharma SA,Médecin,TROUSSIER BRUNO,04/10/2013,Repas,€15,,
UCB Pharma SA,Médecin,TYRANT JULIE,04/10/2013,Repas,€15,,
