accomed,Médecin,FEBVRE Romain,09/05/2014,HEBERGEMENT - CONGRES PARIS,€380,,
BIOMET,Infirmier,COQUILLAT FLORIANE,13/11/2013,REPAS,€42,,
BIOMET,Infirmier,JANS ERIC,13/11/2013,REPAS,€42,,
BIOMET,Infirmier,VARION SOPHIE,13/11/2013,REPAS,€42,,
BIOMET,Médecin,PINCON JEAN-LOUIS,31/05/2012,TRANSPORT,"€1,129",,
BOEHRINGER INGELHEIM FRANCE,Médecin,FONTAINE FREDERIC,24/09/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,GUERIN PHILIPPE,24/09/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,HAMOUI RIAD,24/09/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,LAVAUD PIERRE,27/03/2014,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,MONDAZ ALAIN,24/09/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,PLANES SAUTEREAU NADINE,24/09/2013,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,RONDEPIERRE PASCAL,04/07/2013,HOSPITALITE,€13,,
BOIRON,Etudiant,DUC LAURENT,21/11/2013,[REPAS],€15,,
BOIRON,Médecin,HAMOUI RIAD,22/05/2014,[REPAS],€33,,
BOIRON,Médecin,HAMOUI RIAD,12/09/2013,[REPAS],€35,,
BOIRON,Médecin,MONDAZ ALAIN,12/09/2013,[REPAS],€35,,
BOIRON,Médecin,MONDAZ ALAIN,22/05/2014,[REPAS],€33,,
BOIRON,Pharmacien,GAULTIER JOCELYNE,19/11/2013,[REPAS],€12,,
BOIRON,Pharmacien,PACHECO AURELIE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BARTOLO ELISABETH,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CORNIL MICHELE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEBOST DELPHINE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DESJARDINS MARIELLE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FAYARD SANDRINE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LISTRAT EVELYNE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MENISSIER VALENTINE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MICHITCH LAURENCE,19/11/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,REOLON CATHERINE,19/11/2013,[REPAS],€12,,
BRACCO IMAGING FRANCE,Médecin,AUBE NATALIA,19/03/2014,REPAS,€17,,
BRACCO IMAGING FRANCE,Médecin,AUBE NATALIA,03/04/2014,REPAS,€24,,
BRISTOL-MYERS SQUIBB,Médecin,CROUZERY GILBERT,05/06/2014,Repas,€60,,
BRISTOL-MYERS SQUIBB,Médecin,GUERIN PHILIPPE,27/06/2014,Repas,€55,,
BRISTOL-MYERS SQUIBB,Médecin,HAMOUI RIAD,27/06/2014,Repas,€55,,
BRISTOL-MYERS SQUIBB,Médecin,LONG JEAN LOUIS,17/10/2013,Repas,€55,,
BRISTOL-MYERS SQUIBB,Médecin,LONG JEAN LOUIS,17/10/2013,Hébergement,€326,,
BRISTOL-MYERS SQUIBB,Médecin,LONG JEAN LOUIS,17/10/2013,Hospitalité,€478,,
BRISTOL-MYERS SQUIBB,Médecin,LONG JEAN LOUIS,17/10/2013,Transport,€40,,
BRISTOL-MYERS SQUIBB,Médecin,MONDAZ ALAIN,04/07/2013,Repas,€31,,
BRISTOL-MYERS SQUIBB,Médecin,MONDAZ ALAIN,27/06/2014,Repas,€55,,
CELGENE,Etudiant,JACQUART LAURENCE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,DELMAS CLAIRE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,DESPREZ JEAN CLAUDE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,DOLCI AGNES,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,FONTAINE FREDERIC,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,GUERIN PHILIPPE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,GUESDON ALAIN,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,GUYOT HERVE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,HACHE EMMANUEL,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,LUSSIER JACQUELINE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,RABACHE PHILIPPE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,ROYFE MARIE HELENE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CELGENE,Médecin,ZILBER ALICE,19/09/2013,REPAS MANIFESTATION DE FORMATION,€44,,
CHIESI SA,Médecin,BECAUD PHILIPPE,17/02/2014,Repas,€44,,
CHIESI SA,Médecin,BECAUD PHILIPPE,07/10/2013,Repas,€37,,
CHIESI SA,Médecin,BRAUCHLI GERARD,17/02/2014,Repas,€44,,
CHIESI SA,Médecin,BRAUCHLI GERARD,07/10/2013,Repas,€37,,
CHIESI SA,Médecin,LALLIER SYLVIE CORINE,17/06/2014,Repas,€22,,
CHIESI SA,Médecin,LALLIER SYLVIE CORINE,25/02/2014,Repas,€26,,
CHIESI SA,Médecin,MARTIN OLIVIER,07/10/2013,Repas,€37,,
CHIESI SA,Médecin,REYNAUD JACQUELINE,17/06/2014,Repas,€22,,
CHIESI SA,Médecin,REYNAUD JACQUELINE,25/02/2014,Repas,€26,,
Cook France SARL,Infirmier,COUDEYRAS MARIE-CHRISTINE,20/01/2014,TRANSPORT,€30,,
Cook France SARL,Médecin,DEMMAK HOURIA,30/01/2014,REPAS,€15,,
Cook France SARL,Médecin,DEMMAK HOURIA,22/04/2014,REPAS,€79,,
Cook France SARL,Médecin,DEMMAK HOURIA,30/01/2014,REPAS,€65,,
Cook France SARL,Médecin,PRIVAT JOCELYN,30/01/2014,REPAS,€65,,
Cook France SARL,Médecin,PRIVAT JOCELYN,30/01/2014,REPAS,€15,,
Cook France SARL,Médecin,PRIVAT JOCELYN,30/01/2014,REPAS,€65,,
Cook France SARL,Médecin,PRIVAT JOCELYN,30/01/2014,REPAS,€15,,
COSMETIQUE ACTIVE FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COLOMBIER CATHERINE,03/10/2013,HOSPITALITE,€37,,
COUSIN BIOSERV,Médecin,MADIER THIERRY,22/06/2014,INVITATION,€13,,
COVIDIEN FRANCE S.A.S.,Pharmacien,MALHURET ROBERT,06/12/2013,REPAS,€49,,
DAIICHI SANKYO FRANCE SAS,Médecin,REYNAUD JACQUELINE,11/07/2013,Repas,€23,,
DENTSPLY Implants,Chirurgien-dentiste,CRESSANT YVES,19/12/2013,REPAS,€40,,
DENTSPLY Implants,Chirurgien-dentiste,CURABET SERGE,19/12/2013,REPAS,€40,,
DENTSPLY Implants,Chirurgien-dentiste,DAROT BRUNO,19/12/2013,REPAS,€40,,
DENTSPLY Implants,Chirurgien-dentiste,DAROT BRUNO,26/09/2013,REPAS,€71,,
EFFIK,Médecin,HAAG THIERRY,12/12/2013,REPAS,€25,,
EFFIK,Médecin,ZAMBRANO CACERES ROSA,12/12/2013,REPAS,€25,,
ETHICON,Médecin,GIRAUD PHILIPPE,11/11/2013,REPAS,€60,,
ETHICON,Médecin,GIRAUD PHILIPPE,11/11/2013,TRANSPORT,€158,,
ETHICON,Médecin,GIRAUD PHILIPPE,11/11/2013,HEBERGEMENT,€255,,
ETHICON,Pharmacien,MAITRIAS CORINNE,11/12/2013,HEBERGEMENT,€88,,
ETHICON,Pharmacien,MAITRIAS CORINNE,11/12/2013,TRANSPORT,€232,,
ETHICON,Pharmacien,MAITRIAS CORINNE,11/12/2013,REPAS,€52,,
EUROPHTA,Médecin,JERBI RIDHA,26/05/2014,REPAS,€29,,
FERRING SAS,Médecin,CIVALE LAETITIA,13/11/2013,Repas,€11,,
FERRING SAS,Médecin,NSABIMBONA BONAVENTURE,11/04/2014,Autre [Inscription],€856,,
FERRING SAS,Médecin,NSABIMBONA BONAVENTURE,11/04/2014,Hébergement,"€1,007",,
FERRING SAS,Médecin,NSABIMBONA BONAVENTURE,11/04/2014,Repas,€243,,
FERRING SAS,Médecin,NSABIMBONA BONAVENTURE,11/04/2014,Transport,"€1,060",,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,ZAMBRANO CACERES ROSA,21/09/2013,REPAS,€49,,
gn hearing sas,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,COUSTET MARINE,23/09/2013,Repas,€28,,
gn hearing sas,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,ROUX MARIE,26/11/2013,Repas,€23,,
GROUPE SEBBIN,Médecin,ROGISSART FREDERIQUE,29/11/2013,REPAS,€18,,
horus pharma,Médecin,FEBVRE R. Romain,25/11/2013,Repas,€34,,
horus pharma,Médecin,JERBI R. Ridha,25/11/2013,Repas,€34,,
ICOMED,Chirurgien-dentiste,BARBIN DE TURCKHEIM VERONIQUE,12/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,CHOUVET LEJCZYK VERONIQUE,06/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,CHOUVET LEJCZYK VERONIQUE,04/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,GROZEL RUFFINO PASCALE,16/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,GROZEL RUFFINO PASCALE,29/04/2014,Autre: [Enquête],€12,,
ICOMED,Médecin,ADVENIER DAVID,27/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,ADVENIER DAVID,28/05/2013,Autre: [Enquête],€15,,
ICOMED,Médecin,BECAUD PHILIPPE,23/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,BERETVAS MICHEL,24/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BERNE ELISABETH,31/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHABRY BERNARD,31/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHABRY BERNARD,05/06/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,CIBEER JEAN PIERRE,28/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CUER JEAN CLAUDE,13/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DAUVERCHAIN JEAN MARIE,05/06/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,DAUVERCHAIN JEAN MARIE,25/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DAUVERCHAIN CEAUX ANDREE,02/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,DAUVERCHAIN CEAUX ANDREE,18/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,DELMAS VASSILIEFF CLAIRE,08/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DE MONTMARIN JEAN LUC,10/12/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,DOLCI AGNES,28/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DOLCI AGNES,16/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DONNOT JEAN FRANCOIS,26/02/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,FERRAND DOMINIQUE,23/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FONTAINE FREDERIC,26/02/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,FRANCOZ TAILLANTER NICOLE,02/05/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,GADET DIEF BRIGITTE,26/08/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,GADET DIEF BRIGITTE,29/05/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,GAY JEAN CLAUDE,13/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GEMBARA PIOTR,19/09/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,GOUIARD JACQUES,23/01/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,GOUIARD JACQUES,23/04/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,GUYOT HERVE,18/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HAMOUI RIAD,04/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HAMOUI RIAD,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,JERBI RIDHA,02/05/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,LEROUX FAVARD SOPHIE,06/03/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,LEROUX FAVARD SOPHIE,02/04/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,LONG JEAN LOUIS,06/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,LONG JEAN LOUIS,30/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LONG JEAN LOUIS,11/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARTIN OLIVIER,17/06/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,MONAT CHRISTINE,20/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,MONAT CHRISTINE,05/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,NSABIMBONA BONAVENTURE,07/01/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,PONS GERARD,13/03/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,PONS GERARD,11/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PONTIER CATHERINE,14/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,PONTIER CATHERINE,25/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PUECH BROUSSOU JEAN JACQUES,20/05/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,PUECH BROUSSOU JEAN JACQUES,20/05/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,REYNAUD JACQUELINE,11/01/2013,Autre: [Enquête],€26,,
ICOMED,Médecin,REYNAUD JACQUELINE,04/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,REYNAUD OLIVIER,30/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,REYNAUD OLIVIER,20/01/2014,Autre: [Enquête],€22,,
ICOMED,Médecin,ROGISSART FREDERIQUE,28/04/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,ROUX COMBEAUD JOSIANE,28/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,ROUX COMBEAUD JOSIANE,30/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SCHERRER BERNARD,27/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SCHERRER BERNARD,26/02/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,ZAMBRANO CACERES ROSA,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Pharmacien,CHOUQUI ARMELLE,30/08/2013,Autre: [Enquête],€11,,
ICOMED,Pharmacien,PINEL DOMINIQUE,03/06/2014,Autre: [Enquête],€24,,
JANSSEN-CILAG,Etudiant,CAMIA CELINE,31/01/2013,REPAS,€53,,
JANSSEN-CILAG,Etudiant,FOURES LOUIS,30/01/2014,REPAS,€56,,
JANSSEN-CILAG,Médecin,CRIQUET HAYOT ANNE,03/05/2013,REPAS,€42,,
JANSSEN-CILAG,Médecin,HAMOUI RIAD,21/03/2013,REPAS,€30,,
JANSSEN-CILAG,Médecin,MARECHAL VALERIE,12/01/2013,REPAS,€50,,
JANSSEN-CILAG,Médecin,MONDAZ ALAIN,16/05/2013,REPAS,€43,,
JANSSEN-CILAG,Médecin,MONDAZ ALAIN,21/03/2013,REPAS,€30,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,BERTUCAT FRANCK,22/07/2013,Autre,€10,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,CURABET SERGE,04/12/2012,Cadeaux,€144,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,LEYRELOUP SYLVIE,21/09/2012,Autre,€10,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,MARION BERTRAND,11/12/2012,Autre,"€1,000",,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,MARION BERTRAND,31/05/2012,Cadeaux,€144,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,THUILLIER PASCAL,22/07/2013,Autre,€15,,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,FAOLALLAH EDOUARD,13/03/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,LONGEAC MARIELLE,13/03/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ADVENIER DAVID,13/05/2013,Hospitalite,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BECAUD PHILIPPE,13/05/2013,Hospitalite,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERETVAS MICHEL,20/11/2013,HEBERGEMENT,€199,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERETVAS MICHEL,20/11/2013,AUTRE : [INSCRIPTION],€270,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERETVAS MICHEL,21/11/2013,HEBERGEMENT,€199,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNARDON BRUNO,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRAUCHLI GERARD,13/05/2013,Hospitalite,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BRUNEL GERARD,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHANDUMONT CLAIRE,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CIBEER JEAN PIERRE,06/06/2012,Hospitalité,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CIBEER JEAN PIERRE,04/04/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CIBEER JEAN PIERRE,05/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CIBEER JEAN PIERRE,15/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CIBEER JEAN PIERRE,03/04/2013,Hospitalite,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CIBEER JEAN PIERRE,04/04/2012,Hospitalité,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CROUZERY GILBERT,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CROUZERY GILBERT,05/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CROUZERY GILBERT,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CROUZERY GILBERT,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CROUZERY GILBERT,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CROUZERY GILBERT,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS CLAIRE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS VASSILIEFF CLAIRE,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS VASSILIEFF CLAIRE,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS VASSILIEFF CLAIRE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS VASSILIEFF CLAIRE,24/06/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS VASSILIEFF CLAIRE,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS VASSILIEFF CLAIRE,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DELMAS VASSILIEFF CLAIRE,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,05/06/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,05/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,23/08/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,05/06/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DESPREZ JEAN CLAUDE,24/06/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOLCI AGNES,06/06/2012,Hospitalité,€46,,
