ABBOTT FRANCE,Médecin,MEYER PIERRE,30/01/2014,REPAS,€65,,
BSN-RADIANTE SAS,Pharmacien,RAPILLIARD CARINE,18/03/2014,Repas,€16,,
BSN-RADIANTE SAS,Pharmacien,RUMBI Marie-Laure,18/03/2014,Repas,€16,,
BSN-RADIANTE SAS,Pharmacien,SCORDEL Delphine,18/03/2014,Repas,€16,,
BSN-RADIANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HAUT-LABOURDETTE Emilie,18/03/2014,Repas,€16,,
BSN-RADIANTE SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PEYRIMOND Audrey,18/03/2014,Repas,€16,,
CENTRALE DES PEELINGS,Médecin,COUSYN ROCHAT MARIECLAIRE,17/02/2014,cadeaux,€17,,
CENTRALE DES PEELINGS,Médecin,MARTIN CAROLE,06/03/2014,cadeaux,€21,,
CENTRALE DES PEELINGS,Médecin,SZCZEPANIAK DIDIER,03/03/2014,cadeaux,€17,,
CHIESI SA,Médecin,AUDIBERT STEPHANIE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,AUDIBERT STEPHANIE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,BARDEAU JEAN JACQUES,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,BENHAMOU PIERRE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,BENHAMOU PIERRE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,BERNI MARYLENE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,BERNI MARYLENE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,BOYER GUY RENE,03/12/2013,Repas,€61,,
CHIESI SA,Médecin,BOYER GUY RENE,03/10/2013,Repas,€43,,
CHIESI SA,Médecin,CASTELNAU OLIVIER,03/10/2013,Repas,€43,,
CHIESI SA,Médecin,DONADEY JEAN CHRISTOPHE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,DONADEY JEAN CHRISTOPHE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,FRANCOIS JEAN CLAUDE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,FRANCOIS JEAN CLAUDE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,GARCIA NATHALIE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,GARCIA NATHALIE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,GEORGES DANIEL,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,JEANNET FABIENNE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,JEANNET FABIENNE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,LEVY JOSE,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,LEVY JOSE,01/10/2013,Repas,€51,,
CHIESI SA,Médecin,MARCUCCI JEAN MARC,04/02/2014,Repas,€53,,
CHIESI SA,Médecin,MARCUCCI JEAN MARC,01/10/2013,Repas,€51,,
Cochlear France,Médecin,LE GOFF GILLES,12/11/2013,REPAS,€35,,
colgate palmolive,Chirurgien-dentiste,MIZRAHI DANIEL,07/11/2013,REPAS,€15,,
COOPERVISION SAS,Médecin,BLOISE LOUISETTE,19/11/2013,REPAS,€60,,
COOPERVISION SAS,Médecin,BLOISE LOUISETTE,07/09/2013,HEBERGEMENT,€142,,
COOPERVISION SAS,Médecin,BLOISE LOUISETTE,07/09/2013,3 REPAS,€158,,
COOPERVISION SAS,Médecin,BLOISE LOUISETTE,19/07/2013,REPAS,€30,,
COOPERVISION SAS,Médecin,BLOISE LOUISETTE,27/05/2014,REPAS,€50,,
COOPERVISION SAS,Médecin,HEBERT CHARLES,19/11/2013,REPAS,€60,,
COOPERVISION SAS,Médecin,HEBERT CHARLES,27/05/2014,REPAS,€50,,
COOPERVISION SAS,Opticien-lunetier,MISSONIER GILLES,12/01/2013,REPAS,€35,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUDIBERT STEPHANIE,26/06/2014,Repas,€34,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUDIBERT STEPHANIE,13/09/2013,Repas,€38,,
DAIICHI SANKYO FRANCE SAS,Médecin,BENHAMOU PIERRE,15/05/2014,Repas,€39,,
DAIICHI SANKYO FRANCE SAS,Médecin,BENHAMOU PIERRE,12/09/2013,Repas,€39,,
DAIICHI SANKYO FRANCE SAS,Médecin,DONADEY JEAN CHRISTOPHE,12/09/2013,Repas,€39,,
DAIICHI SANKYO FRANCE SAS,Médecin,DONADEY JEAN CHRISTOPHE,15/05/2014,Repas,€39,,
DAIICHI SANKYO FRANCE SAS,Médecin,DONADEY JEAN CHRISTOPHE,26/06/2014,Repas,€34,,
DAIICHI SANKYO FRANCE SAS,Médecin,FRANCOIS JEAN CLAUDE,12/09/2013,Repas,€39,,
DAIICHI SANKYO FRANCE SAS,Médecin,GULINO ALDO,13/06/2014,Repas,€31,,
DAIICHI SANKYO FRANCE SAS,Médecin,OLLIVIER JEAN FRANCOIS,13/06/2014,Repas,€31,,
DJO France SAS,Pharmacien,BELAVIC CHRISTOPHE,02/04/2014,Repas,€13,,
DJO France SAS,Pharmacien,BOTTARI LUDOVIC,02/04/2014,Repas,€13,,
DJO France SAS,Pharmacien,COHEN-SOLAL NATACHA,02/04/2014,Repas,€13,,
DJO France SAS,Pharmacien,GREGOIRE ALEXIS,02/04/2014,Repas,€13,,
DJO France SAS,Pharmacien,LEBRETON SYLVANIA,02/04/2014,Repas,€13,,
DJO France SAS,Pharmacien,PUONS MELANIE,02/04/2014,Repas,€13,,
DJO France SAS,Pharmacien,SADLER NATHALIE,02/04/2014,Repas,€13,,
DJO France SAS,Pharmacien,STOIAN IULIA,02/04/2014,Repas,€13,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HAUT-LABOURDETTE EMILIE,02/04/2014,Repas,€13,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PERRIMOND AUDREY,02/04/2014,Repas,€13,,
EFFIK,Médecin,BARNOIN JOEL,29/01/2014,REPAS,€55,,
EFFIK,Médecin,BARNOIN JOEL,22/04/2014,REPAS,€55,,
EFFIK,Médecin,MARTIN CAROLE,04/07/2013,REPAS,€20,,
EFFIK,Médecin,MARTIN CAROLE,22/04/2014,REPAS,€55,,
ETHICON,Opticien-lunetier,MAVRICI CELINE,01/10/2013,HOSPITALITE,€21,,
EUROPHTA,Médecin,BLOISE LOUISETTE,28/01/2014,REPAS,€55,,
FERRING SAS,Médecin,BENZAQUIN ANDRE,10/04/2014,Repas,€22,,
FERRING SAS,Médecin,DALMAS PHILIPPE,10/04/2014,Repas,€22,,
FERRING SAS,Médecin,DOMINGUEZ BEAUTELL ALBERTO,10/04/2014,Repas,€22,,
galderma international,Médecin,DURAND JEAN MARC,24/04/2014,Repas,€26,,
galderma international,Médecin,DURAND JEAN MARC,17/04/2014,Repas,€59,,
galderma international,Médecin,POIRIER JEAN PAUL,24/04/2014,Repas,€26,,
galderma international,Médecin,POIRIER JEAN PAUL,17/04/2014,Repas,€59,,
GaldermaQMed,Pharmacien,COURIO HERVE,23/01/2014,Autre,€73,,
GaldermaQMed,Pharmacien,COURIO HERVE,23/01/2014,Hospitalité,€36,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,BARNOIN JOEL,20/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,MARTIN CAROLE,25/11/2013,REPAS,€39,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,BUSSON NICOLAS,24/01/2014,REPAS PROFESSIONNEL,€29,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,CIRILLO CECILE,26/08/2013,REPAS PROFESSIONNEL,€37,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,GIUGLARIS MAGALIE,22/01/2014,REPAS PROFESSIONNEL,€55,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,LESTREZ CHRISTINE,24/01/2014,REPAS PROFESSIONNEL,€29,,
GE Medical Systems SCS,Manipulateur d’électroradiologie médicale,MILANO LAURENCE,22/01/2014,REPAS PROFESSIONNEL,€55,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,CHESNEAU FLORENCE,08/02/2013,Hospitalite,€15,,
GLAXOSMITHKLINE SANTE GRAND PUBLIC,Chirurgien-dentiste,DUVERNAY FARINA CORINNE,08/02/2013,Hospitalite,€15,,
gn hearing sas,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,DUCASSE NICOLAS,12/02/2014,Repas,€36,,
GUERBET France,Manipulateur d’électroradiologie médicale,BIANCHI EMILIE,30/07/2013,REPAS,€32,,
GUERBET France,Manipulateur d’électroradiologie médicale,BLANCHI EMILIE,27/11/2013,REPAS,€43,,
GUERBET France,Manipulateur d’électroradiologie médicale,BLANCHI EMILIE,26/07/2013,REPAS,€60,,
GUERBET France,Manipulateur d’électroradiologie médicale,CARDINAL SYLVIE,30/09/2013,HEBERGEMENT,€220,,
GUERBET France,Manipulateur d’électroradiologie médicale,CARDINAL SYLVIE,13/09/2013,REPAS,€35,,
GUERBET France,Manipulateur d’électroradiologie médicale,CARDINAL SYLVIE,30/09/2013,TRANSPORT,€300,,
GUERBET France,Manipulateur d’électroradiologie médicale,CARDINALE SYLVIE,27/11/2013,REPAS,€44,,
GUERBET France,Manipulateur d’électroradiologie médicale,LESTREZ CHRISTINE,30/09/2013,TRANSPORT,€370,,
GUERBET France,Manipulateur d’électroradiologie médicale,LESTREZ CHRISTINE,30/07/2013,REPAS,€32,,
GUERBET France,Manipulateur d’électroradiologie médicale,LESTREZ CHRISTINE,30/09/2013,HEBERGEMENT,€220,,
GUERBET France,Manipulateur d’électroradiologie médicale,LESTREZ CHRISTINE,26/07/2013,REPAS,€60,,
GUERBET France,Manipulateur d’électroradiologie médicale,LESTREZ CHRISTINE,27/11/2013,REPAS,€44,,
GUERBET France,Manipulateur d’électroradiologie médicale,MONACELH MAXIME,27/11/2013,REPAS,€44,,
GUERBET France,Manipulateur d’électroradiologie médicale,ROLANDO MARIKA,30/07/2013,REPAS,€32,,
GUERBET France,Manipulateur d’électroradiologie médicale,ROLENDO MARIKA,27/11/2013,REPAS,€44,,
horus pharma,Médecin,BLOISE L. Louisette,03/12/2013,Repas,€23,,
horus pharma,Médecin,BLOISE L. Louisette,04/12/2013,Repas,€23,,
ICOMED,Chirurgien-dentiste,ARNAUD REGINE,24/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,CHOUKROUN MARCIANO NICOLE,12/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,FARUCH JOSEPH,16/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,FARUCH JOSEPH,08/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,GOUHOT FREDERIC,27/05/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,JORRO CEDELINE,08/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,LY LAP MICHEL,23/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,VIVAUDO ANN GAEL,06/05/2014,Autre: [Enquête],€11,,
ICOMED,Médecin,AMSALLEM LUC,07/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,AMSALLEM LUC,26/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,BARNOIN JOEL,21/01/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,BARNOIN JOEL,17/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,BAZERIES MATHILDE,20/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BENHAMOU PIERRE,10/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BENHAMOU PIERRE,09/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BENZAQUIN ANDRE,20/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BERTRAND AURES ANNE,08/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BOYER GUY RENE,15/11/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,CASTELNAU OLIVIER,20/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,COMPE ARMELLE,06/03/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,DONADEY JEAN CHRISTOPHE,11/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DONADEY JEAN CHRISTOPHE,18/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DURAND JEAN MARC,23/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DURAND JEAN MARC,18/06/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,DURLACHER DIDIER,14/04/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,FORTIER ARLETTE,22/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FRANCOIS DOMINIQUE,11/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GUENIFFEY DIDIER,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HEBERT CHARLES,24/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HOLTERBACH RAPHAEL,29/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,LE GOFF GILLES,15/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,LEON PIERRE,04/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LEVY JOSE,06/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,LEVY JOSE,08/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LEVY RICHARD,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LEVY RICHARD,12/03/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,MAESTRACCI PIERRE,06/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARTIN CAROLE,07/01/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,MARTIN CAROLE,23/01/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,MARTINETTI PAUL,21/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,MARTINETTI PAUL,24/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MELANGER MICHEL,27/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,MELANGER MICHEL,28/05/2013,Autre: [Enquête],€15,,
ICOMED,Médecin,NEGRE GERARD,19/02/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,OUZAN DENIS,16/06/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,OUZAN DENIS,16/06/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,PIERRILLAS JEAN CLAUDE,27/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SIGAL FOLACCI MARTINE,02/12/2013,Autre: [Enquête],€30,,
ICOMED,Pharmacien,HAIDER NOEL,03/06/2014,Autre: [Enquête],€24,,
ISIS COTE D'AZUR,Médecin,CASTELNAU OLIVIER,20/02/2013,REPAS,€48,,
ISIS COTE D'AZUR,Médecin,CASTELNAU OLIVIER,03/04/2014,REPAS,€61,,
JANSSEN-CILAG,Médecin,DURAND JEAN MARC,26/09/2013,REPAS,€46,,
JANSSEN-CILAG,Médecin,GIOBERGIA ROGER,14/06/2013,REPAS,€50,,
JANSSEN-CILAG,Médecin,OUZAN DENIS,24/03/2013,INSCRIPTION,€460,,
JANSSEN-CILAG,Médecin,OUZAN DENIS,03/06/2013,REPAS,€43,,
JANSSEN-CILAG,Médecin,QUINTENS HERVE,21/11/2013,REPAS,€16,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,CROUZIL-CHESNEAU FLORENCE,06/12/2012,Autre,€10,,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,RIBERE VINCENT,30/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ABOU DAHER AMHAD,30/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ALATA SOPHIE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,01/06/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,28/03/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,06/03/2014,REPAS,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,21/03/2013,Hospitalite,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,21/03/2013,Hospitalite,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,13/09/2012,Hospitalité,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,01/06/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,08/03/2013,Hospitalite,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUDIBERT STEPHANIE,28/03/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AZANCOT MONIQUE,24/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AZANCOT MONIQUE,13/12/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDEAU JEAN JACQUES,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDEAU JEAN JACQUES,04/06/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARNOIN JOEL,10/02/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,12/07/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,13/06/2013,Hospitalite,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,29/11/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,13/06/2013,Hospitalite,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENHAMOU PIERRE,12/07/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENZAQUIN ANDRE,07/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENZAQUIN ANDRE,12/04/2013,Hospitalite,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENZAQUIN ANDRE,23/01/2014,REPAS,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENZAQUIN ANDRE,19/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENZAQUIN ANDRE,20/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENZAQUIN ANDRE,10/05/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BENZAQUIN ANDRE,26/06/2014,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNI MARYLENE,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNI MARYLENE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNI MARYLENE,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNI MARYLENE,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERNI MARYLENE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,06/10/2012,Transport,€281,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,05/04/2014,HEBERGEMENT,€162,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,07/03/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,20/09/2013,TRANSPORT,€86,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,28/09/2012,Transport,€319,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,21/09/2013,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,20/09/2013,REPAS,€11,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,21/09/2013,HEBERGEMENT,€176,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,20/09/2013,HEBERGEMENT,€176,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,07/03/2013,Hospitalite,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,05/04/2014,REPAS,€59,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,05/04/2014,HEBERGEMENT,€162,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,04/04/2014,TRANSPORT,€288,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,05/04/2014,REPAS,€71,,
