ALLERGAN FRANCE,Médecin,VERNE BRIGITTE,30/01/2014,REPAS,€56,,
LEO Pharma,Masseur-kinésithérapeute,DERAIN INGRID,12/10/2013,HOSPITALITE,€28,,
LEO Pharma,Masseur-kinésithérapeute,GITON SOPHIE,12/10/2013,HOSPITALITE,€28,,
LES LABORATOIRES SERVIER,Médecin,LE MARC'HADOUR HERVE,03/06/2014,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,NALLET GERARD,03/06/2014,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,ORLANDI JEAN-PIERRE,03/06/2014,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,SCHMIDT NICOLAS,03/06/2014,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,VISENTIN GASCON ALBANE,03/06/2014,Repas,€58,,
MEDTRONIC France S.A.S,Masseur-kinésithérapeute,BECQUET PHILIPPE,05/12/2013,REPAS,€26,,
MERCK SERONO,Médecin,ORLANDI JEAN PIERRE,24/01/2014,REPAS,€47,,
MSD France,Infirmier,BRUGIERE CHANTAL,08/10/2013,REPAS,€29,,
MSD France,Médecin,ORLANDI JEAN PIERRE,04/07/2013,REPAS,€60,,
MSD France,Médecin,ORLANDI JEAN PIERRE,12/07/2012,REPAS,€36,,
MSD France,Médecin,POLETTI LAURENCE,14/04/2014,REPAS,€21,,
MSD France,Médecin,ROCCA CECILE,10/09/2013,TRANSPORT,€315,,
MSD France,Médecin,ROCCA CECILE,10/09/2013,HÉBERGEMENT,€688,,
MSD France,Médecin,SEETHA VANESSA,14/04/2014,REPAS,€21,,
MSD France,Médecin,VISENTIN GASCON ALBANE,19/11/2013,REPAS,€60,,
MSD France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,NEYROUD MARTINE,20/11/2013,REPAS,€16,,
MUNDIPHARMA,Médecin,LE MARC HADOUR HERVE,01/10/2013,HOSPITALITE,€40,,
MUNDIPHARMA,Médecin,LE MARC HADOUR HERVE,08/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,NALLET GERARD,08/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,ORLANDI JEAN PIERRE,08/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,ORLANDI JEAN PIERRE,01/10/2013,HOSPITALITE,€40,,
MUNDIPHARMA,Médecin,SCHMIDT NICOLAS,01/10/2013,HOSPITALITE,€40,,
NOVARTIS PHARMA SAS,Médecin,BRONNER CATHERINE,27/09/2013,Repas,€29,,
NOVARTIS PHARMA SAS,Médecin,LAMBLIN THIERRY,20/03/2014,Repas,€38,,
NOVO NORDISK,Médecin,DE ANGELIS M PIERRE,12/12/2013,REPAS,€51,,
NOVO NORDISK,Médecin,ORLANDI JEAN PIERRE,25/03/2014,REPAS,€45,,
NOVO NORDISK,Médecin,POLETTI LAURENCE,09/12/2013,REPAS,€16,,
NOVO NORDISK,Médecin,ROCCA CECILE,09/12/2013,REPAS,€16,,
OCP REPARTITION,Pharmacien,LYMER ROSEMONDE,21/01/2014,REPAS,€16,,
PIERRE FABRE MEDICAMENT,Médecin,LAMBLIN THIERRY,29/03/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,NALLET GERARD,29/03/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,ORLANDI JEAN PIERRE,24/04/2014,RESTAURATION,€48,,
PIERRE FABRE MEDICAMENT,Médecin,ROBERT PHILIPPE,29/03/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,ROMANET PIERRE,29/03/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,VISENTIN GASCON ALBANE,29/03/2012,Restauration,€34,,
Takeda France,Médecin,LE MARC HADOUR Herve,03/12/2013,REPAS,€71,,
Takeda France,Médecin,NALLET Gerard,03/12/2013,REPAS,€71,,
Takeda France,Médecin,NALLET Gerard,27/02/2014,REPAS,€28,,
Takeda France,Médecin,NALLET Gerard,26/06/2014,REPAS,€30,,
Takeda France,Médecin,ORLANDI Jean pierre,03/12/2013,REPAS,€71,,
Takeda France,Médecin,SCHMIDT Nicolas,03/12/2013,REPAS,€71,,
