ABS-Bolton Medical,Médecin,BOUCULAT FRANCOIS,17/05/2013,REPAS,€19,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAMBON ANNIE,07/06/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUGAY MARLENE,07/06/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,EMILIEN HERVAIS,07/06/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FARGE BRIGITTE,07/06/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOENNER CARINE,07/06/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VORILHON FRANCOIS,07/06/2012,Hospitalité,€50,,
LABORATOIRES ALCON,Médecin,BERQUET SERGE,28/01/2014,REPAS,€44,,
LABORATOIRES ALCON,Médecin,PISSAVIN-BERQUET CHRISTINE,28/01/2014,REPAS,€44,,
LABORATOIRES BOUCHARA - RECORDATI,Infirmier,PETIT CORINNE,20/06/2014,Repas,€15,,
LABORATOIRES CONVATEC,Infirmier,FAVRE DANIEL,20/03/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Infirmier,PILLER MYRIAM,20/03/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Médecin,MOULY CHRISTINE,20/03/2014,REPAS,€15,,
LABORATOIRES MAYOLY SPINDLER,Médecin,EMILIEN HERVAIS,14/02/2014,HOSPITALITE,€27,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,CHANTELAUZE CLAUDY,01/12/2013,CADEAUX,€15,,
Laboratoires THEA,Médecin,BERQUET SERGE,06/12/2013,AUTRE,€200,,
Laboratoires THEA,Médecin,PISSAVIN-BERQUET CHRISTINE,06/12/2013,AUTRE,€200,,
Labvoratoire CHAUVIN,Médecin,AUDOUIN BARTHELAT CLAIRE,06/09/2013,TRANSPORT,€19,,
Labvoratoire CHAUVIN,Médecin,AUDOUIN BARTHELAT CLAIRE,06/09/2013,HEBERGEMENT,€64,,
Labvoratoire CHAUVIN,Médecin,AUDOUIN BARTHELAT CLAIRE,06/09/2013,REPAS,€46,,
Labvoratoire CHAUVIN,Médecin,AUDOUIN BARTHELAT CLAIRE,22/10/2013,REPAS,€29,,
LEO Pharma,Etudiant,ROBERT SYLVAIN,31/10/2013,REPAS,€28,,
LES LABORATOIRES SERVIER,Médecin,BONJOUR PASCAL,30/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DELORME OLIVIER,06/02/2014,Repas,€84,,
LES LABORATOIRES SERVIER,Médecin,DELORME OLIVIER,11/03/2014,Hébergement,"€1,390",,
LES LABORATOIRES SERVIER,Médecin,DELORME OLIVIER,11/03/2014,Repas,€78,,
LES LABORATOIRES SERVIER,Médecin,DELORME OLIVIER,11/03/2014,Autre : Inscription,€310,,
LES LABORATOIRES SERVIER,Médecin,DELORME OLIVIER,06/02/2014,Transport,€183,,
LES LABORATOIRES SERVIER,Médecin,DELORME OLIVIER,06/02/2014,Repas,€84,,
LES LABORATOIRES SERVIER,Médecin,DELORME OLIVIER,06/02/2014,Hébergement,€220,,
LES LABORATOIRES SERVIER,Médecin,EMILIEN HERVAIS,30/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,FARGE BRIGITTE,30/01/2014,Repas,€60,,
Lilly France SAS,Infirmier,ESCURAT JULIEN,25/03/2014,REPAS,€16,,
Lilly France SAS,Infirmier,JAFFUEL FRANCOISE,25/03/2014,REPAS,€16,,
Lilly France SAS,Infirmier,PITAVY MARIE EDITH,25/03/2014,REPAS,€16,,
Lilly France SAS,Infirmier,VIOLLEAU ISABELLE,25/03/2014,REPAS,€16,,
Lilly France SAS,Médecin,CHARTIER LORRAINE,02/10/2013,REPAS,€43,,
Lilly France SAS,Médecin,DELORME OLIVIER,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,DELORME OLIVIER,23/01/2014,TRANSPORT,€63,,
Lilly France SAS,Médecin,DELORME OLIVIER,24/01/2014,TRANSPORT,€63,,
Lilly France SAS,Médecin,DELORME OLIVIER,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,DELORME OLIVIER,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,DELORME OLIVIER,25/03/2014,REPAS,€16,,
Lilly France SAS,Médecin,DELORME OLIVIER,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,DELORME OLIVIER,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,DELORME OLIVIER,23/01/2014,TRANSPORT,€11,,
LUNDBECK SAS,Médecin,EMILIEN HERVAIS,12/09/2013,AUTRE : FRAIS D HOSPITALITE / RP,€37,,
LUNDBECK SAS,Médecin,EMILIEN HERVAIS,22/09/2013,AUTRE : FRAIS D HOSPITALITE / RP,€296,,
MENARINI FRANCE,Médecin,EMILIEN HERVAIS,17/10/2013,AUTRE : RNT,€23,,
MENARINI FRANCE,Médecin,EMILIEN HERVAIS,03/10/2013,AUTRE : RNT,€18,,
MENARINI FRANCE,Médecin,EMILIEN HERVAIS,04/07/2013,REPAS,€55,,
MENARINI FRANCE,Médecin,EMILIEN HERVAIS,21/06/2014,Autre : [Forfait],€297,,
MSD France,Médecin,BASTIANELLI MARINA,15/06/2012,HOSPITALITE,€82,,
MSD France,Médecin,BERQUET SERGE,20/03/2014,REPAS,€60,,
MSD France,Médecin,FARGE BRIGITTE,14/11/2013,REPAS,€35,,
MSD France,Médecin,LEYMARIE MATHIEU,21/06/2012,HOSPITALITE,€46,,
MSD France,Médecin,LEYMARIE MATHIEU,14/03/2013,HOSPITALITÉ,€50,,
MSD France,Médecin,LEYMARIE MATHIEU,24/04/2014,REPAS,€49,,
MSD France,Médecin,LEYMARIE MATHIEU,26/01/2012,HOSPITALITE,€58,,
MSD France,Médecin,LEYMARIE MATHIEU,19/09/2013,REPAS,€45,,
MSD France,Médecin,LEYMARIE MATHIEU,14/03/2013,HOSPITALITÉ,€50,,
MSD France,Médecin,PISSAVIN BERQUET CHRISTINE,20/03/2014,REPAS,€60,,
MSD France,Médecin,PODOLAK CHRISTINE,16/03/2013,HOSPITALITÉ,€50,,
MSD France,Médecin,PODOLAK CHRISTINE,14/11/2013,REPAS,€35,,
MSD France,Médecin,STRAMBOLI BERNARD,11/04/2013,HOSPITALITÉ,€45,,
NORDIC PHARMA SAS,Médecin,NOHUZ ERDOGAN,12/12/2013,Repas,€15,,
NOVARTIS PHARMA SAS,Médecin,CHAMBON ANNIE,23/01/2014,Hébergement,€138,,
NOVARTIS PHARMA SAS,Médecin,CHAMBON ANNIE,23/01/2014,Repas,€152,,
NOVARTIS PHARMA SAS,Médecin,CHAMBON ANNIE,23/01/2014,Transport,€482,,
NOVARTIS PHARMA SAS,Médecin,EMILIEN HERVAIS,07/11/2013,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,EMILIEN HERVAIS,05/06/2014,Repas,€26,,
NOVARTIS PHARMA SAS,Médecin,HEMERET ANTOINE,07/11/2013,Repas,€39,,
PFIZER SAS,Etudiant,GAILLARD CECILE,17/04/2014,REPAS,€50,,
PFIZER SAS,Infirmier,AUTANT PARCOT MARIE HELENE,17/04/2014,REPAS,€50,,
PFIZER SAS,Médecin,MIALOU MARIE,17/04/2014,REPAS,€50,,
PFIZER SAS,Médecin,POURCET STEPHANIE,17/04/2014,REPAS,€50,,
PHARMA DOM,Pharmacien,COULON PHILIPPE,19/11/2013,DEJEUNER D'OPPORTUNITE,€17,,
PHARMA DOM,Pharmacien,COULON PHILIPPE,20/06/2014,DEJEUNER D'OPPORTUNITE,€26,,
PHARMA DOM,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PAPPADA DOMINIQUE,14/05/2014,DEJEUNER D'OPPORTUNITE,€24,,
PIERRE FABRE MEDICAMENT,Médecin,EMILIEN HERVAIS,06/03/2012,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,FARGE BRIGITTE,06/03/2012,Restauration,€47,,
Prodition,Audioprothésiste,ICARD CLAUDINE,01/10/2013,Repas,€22,,
Prodition,Audioprothésiste,ICARD CLAUDINE,26/03/2014,Repas,€17,,
RB Pharmaceuticals France,Infirmier,BATISSON Christine,16/05/2014,Repas,€38,,
RB Pharmaceuticals France,Infirmier,BERMOND Anne marie,21/03/2014,Repas,€15,,
RB Pharmaceuticals France,Médecin,LELOUP Hugues,21/03/2014,Repas,€15,,
RB Pharmaceuticals France,Médecin,LELOUP Hugues,21/03/2014,Repas,€15,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,COULON PHILIPPE,03/02/2014,REPAS,€34,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,ALBARET CHRISTINE,04/06/2014,REPAS,€35,,
ROCHE SAS,Médecin,ROUX DOMINIQUE,20/09/2013,Repas,€55,,
ROCHE SAS,Médecin,ROUX DOMINIQUE,20/09/2013,Transport,€96,,
ROCHE SAS,Médecin,ROUX DOMINIQUE,20/09/2013,Transport,€126,,
ROCHE SAS,Médecin,ROUX DOMINIQUE,20/09/2013,Hébergement,€220,,
ROCHE SAS,Pharmacien,FONTVIEILLE AMELIE,05/06/2014,Repas,€26,,
ROCHE SAS,Pharmacien,MARCHISET FERLAY NATHALIE,05/06/2014,Repas,€26,,
ROCHE SAS,Pharmacien,MARCHISET FERLAY NATHALIE,12/02/2014,Transport,€326,,
ROCHE SAS,Pharmacien,MARCHISET FERLAY NATHALIE,12/02/2014,HÃ©bergement,€151,,
ROCHE SAS,Pharmacien,MARCHISET FERLAY NATHALIE,21/02/2014,Repas,€15,,
SANOFI AVENTIS FRANCE,Médecin,BOSSHARD THOMAS,24/10/2013,Restauration,€13,,
SANOFI AVENTIS FRANCE,Médecin,DELORME OLIVIER,18/01/2014,Autre : [Restauration],€240,,
SANOFI AVENTIS FRANCE,Médecin,DELORME OLIVIER,18/01/2014,Hébergement,€363,,
SANOFI AVENTIS FRANCE,Pharmacien,MARCHISET FERLAY NATHALIE,27/03/2014,Repas,€40,,
TEVA SANTE SAS,Pharmacien,MOULIN SERGE,14/11/2013,REPAS,€21,,
TEVA SANTE SAS,Pharmacien,MOULIN SERGE,14/11/2013,REPAS,€120,,
TEVA SANTE SAS,Pharmacien,MOULIN SERGE,14/11/2013,HEBERGEMENT,€180,,
