3M France,Médecin,DUBREUIL EMMANUEL,10/12/2013,REPAS,€29,,
ASTRAZENECA,Médecin,D ARDALHON DE MIRAMON MANUELLA,06/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,D ARDALHON DE MIRAMON MANUELLA,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,D ARDALHON DE MIRAMON MANUELLA,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,D ARDALHON DE MIRAMON MANUELLA,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,D ARDALHON DE MIRAMON MANUELLA,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,DE LUCA CHRISTIAN,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,DE LUCA CHRISTIAN,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,DE LUCA CHRISTIAN,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,DE LUCA CHRISTIAN,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,DJERIDI Salim,18/10/2013,Repas,€60,,
ASTRAZENECA,Médecin,DJERIDI Salim,18/10/2013,Transport,€153,,
ASTRAZENECA,Médecin,DJERIDI Salim,18/10/2013,Hébergement,€186,,
ASTRAZENECA,Médecin,DJERIDI Salim,19/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,FAVIER OLIVIER,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,FAVIER OLIVIER,08/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,FAVIER OLIVIER,10/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,FAVIER OLIVIER,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,FAVIER OLIVIER,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,FAVIER OLIVIER,14/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,FAVIER OLIVIER,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,21/03/2014,Repas,€43,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,03/06/2014,Repas,€43,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,05/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,03/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,18/09/2013,Repas,€43,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,05/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,07/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,22/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,14/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,07/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,03/06/2014,Repas,€43,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,06/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,14/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,22/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,11/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,11/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,05/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,18/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,FILIPECKI JEAN MARC,05/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,16/11/2013,Autre,€98,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,15/11/2013,Hébergement,€189,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,15/11/2013,Transport,€590,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,08/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,15/11/2013,Repas,€60,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,05/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,23/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,22/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,15/11/2013,Hébergement,€189,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,15/11/2013,Transport,€590,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,05/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,GONZALEZ FRANCOIS XAVIER,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,HELDT JEAN PIERRE,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,HELDT JEAN PIERRE,19/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,HELDT JEAN PIERRE,18/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,HELDT JEAN PIERRE,04/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,HELDT JEAN PIERRE,15/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,HELDT JEAN PIERRE,18/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,HOUOT STEPHANE,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,HOUOT STEPHANE,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,HUISMAN JEAN PAUL,14/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAVOCAT CHAMPAGNE SOPHIE,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,LAVOCAT CHAMPAGNE SOPHIE,13/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,LAVOCAT CHAMPAGNE SOPHIE,27/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,LE FLOC H SABINE,23/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,LE FLOC H SABINE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LOMBARD MARIANNE,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,LOMBARD MARIANNE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LOMBARD MARIANNE,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,LOMBARD MARIANNE,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,LOMBARD MARIANNE,21/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,LONG PHILIPPE,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,LONG PHILIPPE,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,LONG PHILIPPE,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,LONG PHILIPPE,21/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,LONG PHILIPPE,19/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,LONG PHILIPPE,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,MARVILLET CLAUDINE,11/04/2014,Repas,€43,,
ASTRAZENECA,Médecin,MARVILLET CLAUDINE,08/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,MILLOUR PATRICK,18/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,MILLOUR PATRICK,18/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,MILLOUR PATRICK,19/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,MILLOUR PATRICK,04/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,MILLOUR PATRICK,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,MILLOUR PATRICK,15/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,MIRA LAURENT,25/09/2013,Repas,€43,,
ASTRAZENECA,Médecin,MIRA LAURENT,25/09/2013,Repas,€43,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,19/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,06/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,MOUGIN PHILIPPE,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,MOUNAUD ROBERT,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,MOUNAUD ROBERT,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,MOUNAUD ROBERT,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,MOUNAUD ROBERT,06/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,MOUSTIE JOHAN,23/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,PANGRANI MARC,23/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,PANGRANI MARC,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,PANGRANI MARC,11/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,PIRON JACQUELINE,06/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,PIRON JACQUELINE,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,PIRON JACQUELINE,08/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,PIRON JACQUELINE,06/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,QUEZEDE PATRICK,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,QUEZEDE PATRICK,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,QUEZEDE PATRICK,21/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,QUEZEDE PATRICK,19/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,QUEZEDE PATRICK,08/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROCHEL GILLES,19/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROCHEL GILLES,03/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROCHEL GILLES,21/03/2014,Repas,€43,,
ASTRAZENECA,Médecin,ROCHEL GILLES,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROCHEL GILLES,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROCHEL GILLES,11/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,ROCHEL GILLES,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROUSTAND CHRISTOPHE,18/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,ROUSTAND CHRISTOPHE,14/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROUSTAND CHRISTOPHE,10/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,SAINMONT PHILIPPE,18/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,SAINMONT PHILIPPE,25/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,SAINMONT PHILIPPE,14/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,SIINO JEAN FRANCOIS,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,08/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,14/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,06/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,03/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,STA M RAD ALI,23/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,21/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,18/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,01/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,19/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,TROIN DIDIER,19/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,VESSAUD PHILIPPE,04/06/2014,Repas,€57,,
ASTRAZENECA,Médecin,VESSAUD PHILIPPE,19/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,VESSAUD PHILIPPE,20/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,VESSAUD PHILIPPE,15/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,VESSAUD PHILIPPE,19/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,WASSERMANN JEAN FRANCOIS,25/09/2013,Repas,€43,,
ASTRAZENECA,Médecin,WASSERMANN JEAN FRANCOIS,18/03/2014,Repas,€57,,
BARD FRANCE SAS,Médecin,SIMONI LAURENT,21/06/2013,REPAS,€50,,
BARD FRANCE SAS,Médecin,SIMONI LAURENT,20/06/2014,REPAS,€25,,
Bayer HealthCare SAS,Médecin,ROUANET GEORGES,22/04/2014,Hospitalité,€51,,
Bayer HealthCare SAS,Médecin,TROUVE OLIVIER,16/01/2014,Hospitalité,€32,,
Bayer HealthCare SAS,Médecin,WASSERMANN JEAN FRANCOIS,15/01/2014,Hospitalité,"€1,112",,
BAYER SANTE FAMILIALE,Médecin,ALLALANDI VERONIQUE,05/12/2013,REPAS,€60,,
BAYER SANTE FAMILIALE,Médecin,BEAUDOIN FREDRICK,05/12/2013,REPAS,€60,,
BAYER SANTE FAMILIALE,Médecin,FILIPECKI JEAN MARC,12/07/2013,REPAS,€35,,
BAYER SANTE FAMILIALE,Médecin,LE FLOCH SABINE,05/12/2013,REPAS,€60,,
BAYER SANTE FAMILIALE,Médecin,LONG PHILIPPE,05/12/2013,REPAS,€60,,
BAYER SANTE FAMILIALE,Médecin,MOUGIN PHILIPPE,05/12/2013,REPAS,€60,,
B.BRAUN MEDICAL SAS,Manipulateur d’électroradiologie médicale,SORREL MONIQUE,30/01/2014,REPAS,€43,,
Becton Dickinson France SAS,Autres types de personne morale,MEDIPATH,03/01/2014,CADEAUX,€33,,
Becton Dickinson France SAS,Autres types de personne morale,MEDIPATH,03/01/2014,CADEAUX,€33,,
BIOCODEX,Médecin,BELLO LEYGE JACQUELINE,19/12/2013,REPAS,€50,,
BIOCODEX,Médecin,BESSIERE CHARLES,19/12/2013,REPAS,€50,,
BIOGARAN,Pharmacien,DE GRIMAL PHILIPPE,06/02/2014,REPAS,€21,,
BIOGARAN,Pharmacien,DIBO NICOLAS,17/04/2014,REPAS,€23,,
BIOGARAN,Pharmacien,TROIN THOMAS,17/04/2014,REPAS,€23,,
BIOMET,Médecin,BUORD JEAN-MARC,20/02/2013,REPAS,€70,,
BIOMET,Médecin,BUORD JEAN-MARC,31/01/2013,TRANSPORT,€459,,
BIOMET,Médecin,COHN CHARLES,31/07/2012,TRANSPORT,€191,,
BIOMET,Médecin,GUILLEMOT ERIC,20/01/2014,REPAS,€11,,
BIOTRONIK FRANCE SAS,Infirmier,PROLA ULLA,04/03/2014,REPAS,€10,,
BIOTRONIK FRANCE SAS,Médecin,ALARY JEAN-PHILIPPE,25/09/2013,HEBERGEMENT,€220,,
BIOTRONIK FRANCE SAS,Médecin,ALARY JEAN-PHILIPPE,26/09/2013,HEBERGEMENT,€220,,
BIOTRONIK FRANCE SAS,Médecin,ALARY JEAN-PHILIPPE,25/09/2013,TRANSPORT,€121,,
BIOTRONIK FRANCE SAS,Médecin,ALARY JEAN-PHILIPPE,25/09/2013,CADEAUX,€16,,
BIOTRONIK FRANCE SAS,Médecin,ALARY JEAN-PHILIPPE,25/09/2013,REPAS,€50,,
BIOTRONIK FRANCE SAS,Médecin,ALARY JEAN-PHILIPPE,25/09/2013,REPAS,€51,,
BIOTRONIK FRANCE SAS,Médecin,ALARY JEAN-PHILIPPE,25/09/2013,AUTRE:[INSCRIPTION],€480,,
BIOTRONIK FRANCE SAS,Médecin,LAMIT XAVIER,09/08/2013,REPAS,€11,,
BIOTRONIK FRANCE SAS,Médecin,LAMIT XAVIER,07/08/2013,REPAS,€10,,
BIOTRONIK FRANCE SAS,Pharmacien,VERGARA VERONIQUE,22/09/2013,HEBERGEMENT,€122,,
BIOTRONIK FRANCE SAS,Pharmacien,VERGARA VERONIQUE,24/09/2013,REPAS,€10,,
BIOTRONIK FRANCE SAS,Pharmacien,VERGARA VERONIQUE,22/09/2013,HEBERGEMENT,€122,,
BIOTRONIK FRANCE SAS,Pharmacien,VERGARA VERONIQUE,23/09/2013,HEBERGEMENT,€122,,
BIOTRONIK FRANCE SAS,Pharmacien,VERGARA VERONIQUE,24/09/2013,REPAS,€10,,
BIOTRONIK FRANCE SAS,Pharmacien,VERGARA VERONIQUE,23/09/2013,TRANSPORT,€399,,
BOEHRINGER INGELHEIM FRANCE,Médecin,BENYAMIN PIERRE,05/12/2013,HOSPITALITE,€35,,
BOEHRINGER INGELHEIM FRANCE,Médecin,BENYAMIN PIERRE,07/11/2013,HOSPITALITE,€37,,
BOEHRINGER INGELHEIM FRANCE,Médecin,BENYAMIN PIERRE,22/05/2014,HOSPITALITE,€45,,
BOEHRINGER INGELHEIM FRANCE,Médecin,FILIPECKI JEAN MARC,24/04/2014,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,MIRA LAURENT,21/05/2014,HOSPITALITE,€30,,
BOEHRINGER INGELHEIM FRANCE,Médecin,WASSERMANN JEAN FRANCOIS,21/05/2014,HOSPITALITE,€30,,
BOIRON,Médecin,DIZIEN MARC,26/06/2014,[REPAS],€50,,
BOIRON,Médecin,GRANDGEORGE DIDIER,26/06/2014,[REPAS],€50,,
