ASTELLAS PHARMA,Infirmier,PAPILLAUD CHRISTELLE,20/11/2012,HEBERGEMENT,€266,,
NOVO NORDISK,Médecin,CARRA BEATRICE,31/01/2014,REPAS,€26,,
NOVO NORDISK,Médecin,MAHY BENOIT,31/01/2014,REPAS,€26,,
NOVO NORDISK,Médecin,TOLLE ADRIEN,31/01/2014,REPAS,€26,,
PFIZER SAS,Etudiant,GUERMOUCHE RACHID,14/02/2014,REPAS,€23,,
PFIZER SAS,Etudiant,REZZOUK NADJAT,28/02/2014,REPAS,€18,,
PFIZER SAS,Etudiant,REZZOUK NADJAT,14/02/2014,REPAS,€20,,
PFIZER SAS,Etudiant,REZZOUK NADJAT,14/02/2014,REPAS,€23,,
PFIZER SAS,Etudiant,TOLLE ADRIEN,14/02/2014,REPAS,€23,,
PFIZER SAS,Médecin,BOIVIN JOCELYNE,14/02/2014,REPAS,€20,,
PFIZER SAS,Médecin,BOIVIN JOCELYNE,28/02/2014,REPAS,€18,,
PFIZER SAS,Médecin,CARRA BEATRICE,14/02/2014,REPAS,€23,,
PFIZER SAS,Médecin,DE THORE JACQUES,10/10/2013,Repas,€60,,
PFIZER SAS,Médecin,LOUISE MARTINS VERONIQUE,14/02/2014,REPAS,€23,,
PFIZER SAS,Médecin,LOUISE MARTINS VERONIQUE,14/02/2014,REPAS,€20,,
PIERRE FABRE MEDICAMENT,Médecin,DERRIEN EMILE FRANCOIS,10/07/2013,RESTAURATION,€66,,
PRECIPHAR,Etudiant,TOLLE ADRIEN,05/06/2014,Repas,€50,,
PRECIPHAR,Etudiant,TOLLE ADRIEN,16/05/2014,Repas,€20,,
PRECIPHAR,Médecin,BOIVIN JOCELYNE,14/03/2014,Repas,€17,,
PRECIPHAR,Médecin,CARRA BEATRICE,14/03/2014,Repas,€17,,
PRECIPHAR,Médecin,HABIB PATRICK,18/03/2014,Repas,€39,,
PRECIPHAR,Médecin,JOS PELAGE JOSIANE,14/03/2014,Repas,€17,,
PRECIPHAR,Médecin,LOUISE MARTINS VERONIQUE,14/03/2014,Repas,€17,,
PRECIPHAR,Médecin,MAHY BENOIT,14/03/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Etudiant,GUERMOUCHE RACHID,21/02/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Etudiant,REZZOUK NADJAT,21/02/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Etudiant,TOLLE ADRIEN,05/05/2014,Repas,€11,,
SANOFI AVENTIS FRANCE,Infirmier,DUCOUDRAY ELODIE,15/10/2013,Restauration,€14,,
SANOFI AVENTIS FRANCE,Infirmier,SAINTE LUCE CHARLES,15/10/2013,Restauration,€14,,
SANOFI AVENTIS FRANCE,Infirmier,VASSARD HELENE,15/10/2013,Restauration,€14,,
SANOFI AVENTIS FRANCE,Médecin,BOIVIN JOCELYNE,06/12/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,BOIVIN JOCELYNE,07/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,BOIVIN JOCELYNE,25/10/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,BOIVIN JOCELYNE,08/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,CARRA BEATRICE,21/02/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,CARRA BEATRICE,06/12/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,CARRA BEATRICE,25/10/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,CARRA BEATRICE,07/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,COQUERAN MARIE CHRISTINE,25/10/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,HABIB PATRICK,15/10/2013,Restauration,€14,,
SANOFI AVENTIS FRANCE,Médecin,JABBARI HOUCINE,06/12/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,JABBARI HOUCINE,21/02/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,JABBARI HOUCINE,25/10/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,LOUISE MARTINS VERONIQUE,06/12/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,MAHY BENOIT,07/02/2014,Repas,€17,,
SANOFI AVENTIS FRANCE,Médecin,MAHY BENOIT,13/05/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,MAHY BENOIT,21/02/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,MAHY BENOIT,25/10/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Médecin,TOLLE ADRIEN,06/12/2013,Restauration,€15,,
SANOFI AVENTIS FRANCE,Pédicure-podologue,BRIVAL BEATRICE,13/05/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,MARIE ROSE MAGALI,13/05/2014,Repas,€20,,
SEPROPHARM INTERNATIONAL,Infirmier,CAPRICE MARIE LINE,18/01/2014,REPAS,€40,,
SEPROPHARM INTERNATIONAL,Médecin,BAIZET CLAIRE,12/07/2013,REPAS,€11,,
SEPROPHARM INTERNATIONAL,Médecin,BOIVIN JOCELYNE,12/07/2013,REPAS,€11,,
SEPROPHARM INTERNATIONAL,Médecin,BOIVIN JOCELYNE,13/12/2013,REPAS,€20,,
SEPROPHARM INTERNATIONAL,Médecin,CARRA BEATRICE,13/12/2013,REPAS,€20,,
SEPROPHARM INTERNATIONAL,Médecin,GUERMONETTE RACHID,13/12/2013,REPAS,€20,,
SEPROPHARM INTERNATIONAL,Médecin,JABBARI HOUCINE,13/12/2013,REPAS,€20,,
SEPROPHARM INTERNATIONAL,Médecin,JABBARI HOUCINE,12/07/2013,REPAS,€11,,
SEPROPHARM INTERNATIONAL,Médecin,JOS PELAGE JOSIANE,13/12/2013,REPAS,€20,,
SEPROPHARM INTERNATIONAL,Médecin,MAHY BENOIT,13/12/2013,REPAS,€20,,
SEPROPHARM INTERNATIONAL,Médecin,MARTINS VERONIQUE,13/12/2013,REPAS,€20,,
